51.428600	1.496700	0.425000	0.373100	0.237200	1.496700	1.496700	1.496700	1.496700	1.496700	1.496700
52.898000	0.914908	0.305190	0.302226	0.173395	1.610195	0.978408	1.026815	0.948778	0.967760	0.666445
54.367300	0.559287	0.219138	0.164390	0.126475	1.613517	0.639612	0.704462	0.299482	0.355658	0.251100
55.836700	0.341886	0.157630	0.085126	0.092219	1.441124	0.418124	0.483306	0.068889	0.075319	0.094610
57.306100	0.208997	0.114213	0.043862	0.067239	1.283708	0.273362	0.331652	0.013830	0.008828	0.035648
58.775500	0.127803	0.084821	0.022579	0.049022	1.143480	0.178924	0.228034	0.002617	0.000889	0.013415
60.244900	0.078833	0.068047	0.011613	0.035737	1.018565	0.118871	0.159724	0.000508	0.000098	0.005036
61.714300	0.056629	0.066255	0.005971	0.026052	0.907295	0.093040	0.130148	0.000119	0.000011	0.001890
63.183700	0.118805	0.087279	0.003077	0.018996	0.808189	0.166028	0.200345	0.000281	0.000001	0.000713
64.653100	0.537012	0.143720	0.001802	0.013850	0.719906	0.539376	0.523250	0.027284	0.013141	0.000269
66.122400	1.208661	0.241873	0.046079	0.010098	0.641273	1.118423	1.031725	0.531486	0.681652	0.002609
67.591800	1.715425	0.367926	0.286448	0.007363	0.571224	1.594252	1.482031	1.465155	1.493750	1.044283
69.061200	2.035206	0.495875	0.531803	0.005633	0.508853	1.919844	1.810580	1.974324	1.890736	1.972850
70.530600	2.231559	0.607109	0.690822	0.019518	0.453944	2.134532	2.039168	2.181529	2.060430	2.326464
72.000000	2.351675	0.695373	0.783677	0.137345	0.414754	2.275111	2.196491	2.271221	2.138680	2.459893
