0.000000	0.000000	0.000000	0.000000	6.149200	0.000000
0.099700	0.000007	0.000000	0.017251	5.228902	0.090429
0.153400	0.000007	0.000000	0.017540	4.791490	0.130988
0.190000	0.000007	0.000000	0.017584	4.514448	0.158410
0.213100	0.000008	0.000000	0.017595	4.347901	0.175653
0.229300	0.000008	0.000000	0.017594	4.234831	0.187716
0.240900	0.000008	0.000000	0.017595	4.155698	0.196342
0.249600	0.000008	0.000000	0.017597	4.097325	0.202806
0.256400	0.000008	0.000000	0.017600	4.052274	0.207854
0.263100	0.000009	0.000000	0.017599	4.008383	0.212823
0.267500	0.000009	0.000000	0.017599	3.979819	0.216084
0.271800	0.000009	0.000000	0.017600	3.952101	0.219270
0.275500	0.000009	0.000000	0.017600	3.928405	0.222010
0.278800	0.000009	0.000000	0.017601	3.907391	0.224453
0.281700	0.000009	0.000000	0.017601	3.889016	0.226600
0.284400	0.000009	0.000000	0.017602	3.871985	0.228597
0.286900	0.000009	0.000000	0.017603	3.856282	0.230447
0.289200	0.000009	0.000000	0.017604	3.841891	0.232148
0.291500	0.000009	0.000000	0.017605	3.827553	0.233849
0.293800	0.000009	0.000000	0.017607	3.813267	0.235549
0.295900	0.000009	0.000000	0.017608	3.800270	0.237102
0.298100	0.000009	0.000000	0.017610	3.786701	0.238728
0.300200	0.000009	0.000000	0.017611	3.773795	0.240279
0.302200	0.000010	0.000000	0.017612	3.761547	0.241756
0.304300	0.000010	0.000000	0.017612	3.748731	0.243307
0.306300	0.000010	0.000000	0.017613	3.736565	0.244784
0.308400	0.000010	0.000000	0.017614	3.723833	0.246334
0.310400	0.000010	0.000001	0.017615	3.711748	0.247810
0.312400	0.000010	0.000001	0.017616	3.699702	0.249285
0.314500	0.000010	0.000001	0.017617	3.687096	0.250835
0.316500	0.000010	0.000001	0.017618	3.675130	0.252310
0.318500	0.000010	0.000001	0.017619	3.663202	0.253784
0.320600	0.000010	0.000001	0.017620	3.650720	0.255333
0.323000	0.000010	0.000001	0.017621	3.636506	0.257102
0.325500	0.000010	0.000001	0.017622	3.621758	0.258944
0.328400	0.000010	0.000001	0.017624	3.604725	0.261081
0.331600	0.000010	0.000001	0.017626	3.586023	0.263438
0.335200	0.000010	0.000001	0.017628	3.565097	0.266088
0.339500	0.000010	0.000001	0.017631	3.540261	0.269253
0.344500	0.000010	0.000001	0.017634	3.511597	0.272932
0.350700	0.000010	0.000001	0.017638	3.476383	0.277490
0.358600	0.000010	0.000001	0.017643	3.432025	0.283294
0.369400	0.000010	0.000001	0.017649	3.372296	0.291221
0.385900	0.000011	0.000001	0.017659	3.283035	0.303316
0.417300	0.000012	0.000002	0.017677	3.119673	0.326274
0.540800	0.000013	0.000004	0.017731	2.552262	0.415846
0.705600	0.000016	0.000011	0.017798	1.952527	0.533590
0.876200	0.000019	0.000024	0.017869	1.479428	0.653360
1.053900	0.000022	0.000047	0.017941	1.107858	0.775848
1.240000	0.000025	0.000083	0.018024	0.818475	0.901655
1.436700	0.000058	0.000134	0.018134	0.594391	1.031788
1.648100	0.000052	0.000203	0.018290	0.421419	1.168074
1.898100	0.000087	0.000295	0.018564	0.280542	1.323590
2.149300	0.000084	0.000391	0.018959	0.186414	1.472457
2.377500	0.000069	0.000473	0.019448	0.128658	1.600709
2.590600	0.000089	0.000542	0.020045	0.091039	1.714798
2.791400	0.000098	0.000599	0.020724	0.065749	1.818069
2.985600	0.000096	0.000648	0.021485	0.048009	1.914977
3.175700	0.000099	0.000690	0.022328	0.035289	2.007933
3.364000	0.000101	0.000726	0.023244	0.026023	2.099000
3.551800	0.000103	0.000758	0.024215	0.019206	2.189595
3.740400	0.000107	0.000787	0.025232	0.014166	2.281029
3.930500	0.000111	0.000813	0.026285	0.010434	2.374265
4.122900	0.000115	0.000836	0.027370	0.007660	2.470279
4.318300	0.000119	0.000856	0.028487	0.005598	2.569978
4.517400	0.000123	0.000875	0.029637	0.004063	2.674272
4.720700	0.000127	0.000891	0.030824	0.002918	2.783977
