0.000000	0.709500	0.176700	0.152200	0.080600	0.709500
1.469400	1.381128	0.487000	0.112572	0.078146	0.532503
2.938800	1.852430	0.748340	0.137811	0.116884	0.399677
4.408200	2.183031	0.960967	0.226488	0.181313	0.302697
5.877600	2.414940	1.133550	0.356108	0.255109	0.255298
7.346900	2.577627	1.273602	0.507800	0.331071	0.318814
8.816300	2.691770	1.387035	0.668632	0.418862	0.495932
10.285700	2.771588	1.470011	0.827021	0.545177	0.696124
11.755100	2.815659	1.465761	0.966988	0.713445	0.869684
13.224500	2.712639	1.325357	1.062192	0.876680	1.007776
14.693900	2.288458	1.131256	1.091967	0.990284	1.113824
16.163300	1.748839	0.944427	1.055795	1.039119	1.193233
17.632700	1.286896	0.781760	0.967422	1.020075	1.250216
19.102000	0.935638	0.645124	0.846315	0.931197	1.285808
20.571400	0.680940	0.532537	0.710307	0.782569	1.294196
22.040800	0.507779	0.442220	0.572734	0.611000	1.254910
23.510200	0.448617	0.378168	0.443405	0.457461	1.132629
24.979600	0.815348	0.382828	0.332072	0.340196	0.932457
26.449000	1.431301	0.554937	0.258622	0.270695	0.724462
27.918400	1.887284	0.790904	0.256592	0.257069	0.555793
29.387800	2.207517	0.994467	0.327205	0.283507	0.441563
30.857100	2.432147	1.160539	0.445269	0.331030	0.416429
32.326500	2.589733	1.295003	0.588539	0.393502	0.515864
33.795900	2.700108	1.396485	0.740658	0.484613	0.683875
35.265300	2.769918	1.418456	0.883409	0.620471	0.849848
36.734700	2.717345	1.304340	0.988170	0.773250	0.988345
38.204100	2.352910	1.122827	1.030127	0.892064	1.096646
39.673500	1.824808	0.941239	1.005578	0.950101	1.178236
41.142900	1.352336	0.780985	0.926916	0.938722	1.236572
42.612200	0.987847	0.645667	0.813409	0.856318	1.271969
44.081600	0.722883	0.534075	0.683242	0.717477	1.277087
45.551000	0.547038	0.445275	0.550407	0.560281	1.229107
47.020400	0.523207	0.386457	0.425611	0.421416	1.095501
48.489800	0.978296	0.414354	0.320193	0.317448	0.892875
49.959200	1.558485	0.608661	0.258652	0.261858	0.692096
