seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,k7,n0,n1,n2,n3,n4,n5,n6,n7,x
2,8.860852,81,1050008,1.168510528354534,3.671062408452032,2.238103656408753,4.394859221749202,2.356116121325575,0.720717668057208,0.681771275982702,0.774180950292481,0.999999982778864,0.662755073971546,0.851557160523111,0.351161032711557,0.379469421872355,12.254225628097733,24.000122042350685,3.591002777732162,1.538155014024114,2.544011743313541,8.990548124225798,25.000000000000000,3.000018401896149,8.860852213973673
3,8.838438,85,1050010,1.116091461028340,3.453113033045097,2.387531499648451,4.553533496750375,2.829196020711377,0.746027478243741,0.720554044325325,0.760999147385661,0.999999999544671,0.616297449873097,0.939593771319245,0.335926512021885,0.362316873680980,12.436596177339803,21.538728621709353,4.972235885939822,1.039161353905879,3.953481498674932,6.225864135798952,21.687768286549871,4.639448800560583,8.838438470844268
1,8.920481,85,1050014,1.345148687225254,3.775095320164219,2.554528042993523,3.616707197259100,2.097475860808871,0.769155900642358,0.703728356377008,0.644868304738874,0.999999999999696,0.673899464662815,0.894150993757272,0.241974841286563,0.389911690706233,15.776971620299097,22.805071393606464,3.994851709555524,2.998430828450173,2.027650165436978,5.481319620513698,25.000000000000000,4.899566677112424,8.920481481999305
0,8.920481,86,1050014,1.345148687225254,3.775095320164219,2.554528042993523,3.616707197259100,2.097475860808871,0.769155900642358,0.703728356377008,0.644868304738874,0.999999999999696,0.673899464662815,0.894150993757272,0.241974841286563,0.389911690706233,15.776971620299097,22.805071393606464,3.994851709555524,2.998430828450173,2.027650165436978,5.481319620513698,25.000000000000000,4.899566677112424,8.920481481999305
4,9.415989,85,1050019,1.112922856630114,3.629085057363055,2.167093176742069,4.474664880069180,2.432739370392673,0.685243114836746,0.656113492250914,0.785810171606205,0.999949867865368,0.631914803587751,0.879021544622310,0.348808461338088,0.398108805869976,10.195218979262786,22.203205150523640,3.127188426168768,1.661178724385299,2.440453901914197,13.773866263203791,22.233203039107664,3.598231747662751,9.415989127300919
5,11.060119,89,1050013,0.596218528388563,2.946150805397413,1.751150306643127,3.674904709668529,4.999999999688907,0.444165863136212,0.434512882883252,0.856469853457032,0.999999999949584,0.676469829224655,0.966938239584627,0.100000000000000,0.627139924053732,4.097027165873012,16.454482587772680,3.448883527898863,1.302198219043070,2.021866069912500,5.663230799612108,14.011309502383737,6.000639679386226,11.060119165688066
7,9.146128,93,1050015,0.724597697853379,3.106382407163563,1.912246424228320,3.557913722128039,4.999999964938066,0.470183151010736,0.434993452511447,0.808368553972181,1.000000000000000,0.635611137272637,0.943498703560491,0.519945056070677,0.597963674378881,4.459148555789469,9.991616578841215,3.286471502682278,1.103280691103289,2.462426795541320,6.003781887867984,19.160075810212465,20.983275426679632,9.146128416484259
6,8.855608,94,1050010,1.301295348147007,3.820549099923025,2.677755275161867,3.297528017337796,2.270419220874373,0.761296821748507,0.685467150368445,0.637235491088707,0.996135187920080,0.677682409933017,0.894717703373635,0.256326583773210,0.386117328771613,14.868793225155584,14.917454540790346,3.252540445929940,2.212239815832035,2.564802491606143,5.945237839640137,15.896620929387633,4.892804832379646,8.855608072153829
11,8.736240,83,1050015,1.068209521567794,3.608035313398914,2.203492969951497,4.079570324794090,2.598512003263937,0.711114538842000,0.679468234497885,0.777841698418196,1.000000000000000,0.687504696375314,0.874128497361068,0.106790528408709,0.390355216869821,11.661161814739067,24.739993711882924,3.084993449633901,1.086730777956236,2.232102146998486,6.122248126577868,15.827163835232612,3.752940044418672,8.736239716468690
8,8.537364,86,1050015,1.205698924556328,3.736777730872494,2.406920160970705,4.309364815411855,2.284198694512972,0.734750276547736,0.694537086346525,0.729812060677282,0.999999296342686,0.652787831978799,0.891021259757078,0.345622812625454,0.370041953516541,13.202908210118318,25.000000000000000,4.530743466547786,1.540663045655061,2.256801183281742,6.998571708869239,25.000000000000000,3.678081932155660,8.537364430151573
10,8.831926,86,1050019,1.229892738434131,3.747729316626275,2.422829181775214,4.206609366120745,2.264628054014622,0.737189007011247,0.696084985162551,0.731604320779125,0.999999998311909,0.652824970099534,0.872556220178271,0.346779342187599,0.370588733483545,14.988101942456420,25.000000000000000,4.460498092079885,1.002207424856481,2.176433439708648,7.544416398129033,25.000000000000000,3.017909648223177,8.831926434842069
9,9.142240,90,1050012,1.313054505174280,3.774472772899083,2.235061049155582,3.377959167284788,2.960278641745768,0.742252718440072,0.672667647787662,0.660381245786108,0.999999999999197,0.767505608387572,0.840479968541482,0.421127875539758,0.315480642612182,16.898250292527343,19.920346788921794,2.018977797984071,2.719127628002410,2.884757104354605,5.056296204574294,4.174016405777744,18.006909210861184,9.142239716632806
14,9.029940,82,1050016,1.133907024146896,3.616534842687969,2.188253028013602,4.299668850424562,2.482640948939084,0.708335332216855,0.678513324237836,0.782968729056072,0.999773706313375,0.664261430512616,0.859471974592576,0.348675083372480,0.386271670102820,11.153356092532888,25.000000000000000,3.091395279530023,1.893081428748079,2.503251327216766,8.933149815272910,23.534651215825427,3.973716035624949,9.029939517931371
15,9.664274,84,1050022,1.386715471182562,3.773966189601171,2.738193242437403,3.591917776365168,2.146044818721942,0.768661106340339,0.673757955380184,0.628122509157943,0.999999999701788,0.662469380776175,0.882323080806471,0.129994316948495,0.406052175888432,16.835640579088916,15.065189631680423,3.248414485190842,2.121981657410929,2.417692269176365,6.909920660569379,4.324554705835465,5.332345569528643,9.664273703724351
