seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,k7,n0,n1,n2,n3,n4,n5,n6,n7,x
0,14.880432,93,1050000,1.387663002402758,4.018340490414890,3.470593142385645,5.000000000000000,4.251273423727119,0.560332353307465,0.497625610428858,0.625284041209679,1.000000000000000,0.539929709393959,1.000000000000000,0.528130017535015,0.204533106237719,7.756110967724470,25.000000000000000,21.452260984898092,4.030547443282080,7.885554628391932,21.080372105987166,20.505688235254222,7.405686573877070,14.880432169293362
1,14.880432,93,1050000,1.387663002402758,4.018340490414890,3.470593142385645,5.000000000000000,4.251273423727119,0.560332353307465,0.497625610428858,0.625284041209679,1.000000000000000,0.539929709393959,1.000000000000000,0.528130017535015,0.204533106237719,7.756110967724470,25.000000000000000,21.452260984898092,4.030547443282080,7.885554628391932,21.080372105987166,20.505688235254222,7.405686573877070,14.880432169293362
2,18.312443,102,1050000,1.425010834058238,4.204194461667662,3.951232818736209,3.636558610178562,0.100000000000000,0.100000000000000,0.100000000000000,0.543039565079618,1.000000000000000,1.000000000000000,1.000000000000000,0.484031029694470,0.100000000000000,1.000000000000000,2.461011018546776,10.821002596717836,4.197991185268941,12.076136606532790,13.642660038229545,7.415551869810102,25.000000000000000,18.312443026508979
3,12.795471,115,1050000,1.516648781624503,4.028358448848187,5.000000000000000,4.836473361846310,2.160920066715744,0.757821178445891,0.505659747384374,0.452716393453847,1.000000000000000,0.477698215782739,1.000000000000000,0.100000000000000,0.496543445111248,23.977229036897156,18.999269293163219,18.956200613653479,6.290249433787544,3.097166870694893,18.954171218102914,12.648954032849031,16.578424873252181,12.795471265215642
7,11.178959,80,1050000,1.135844962321907,3.145026264032418,2.405744452962339,3.214076519982417,2.428602045501967,0.782920277252112,0.807341529538938,0.746218781414956,1.000000000000000,0.904182137291542,0.844829855967727,0.100000000000000,0.380533927563938,9.975600530058132,19.366319765834894,6.199408354971247,1.000000000000000,2.958132684452166,4.199908577409082,13.391104634185499,10.789322717371440,11.178958528141738
4,13.877441,107,1050000,1.545972566083665,2.822082052510902,4.744536391134047,4.564143563405963,4.625801171987089,0.606318506763333,0.584311581734893,0.611116310410634,1.000000000000000,0.621659726051260,1.000000000000000,0.546246792348398,0.100000000000000,25.000000000000000,12.656296163712170,23.500632030251257,9.337471628444044,3.397864555832156,3.814678767438948,14.853136891267080,15.644687919229820,13.877440879148604
6,10.580707,143,1050000,1.018691882493633,3.458029667912308,1.326158829859119,5.000000000000000,2.921282195680372,0.478740296573419,0.427700737696454,0.785406702073207,1.000000000000000,0.902485505457248,0.617746118193871,0.100000000000000,0.624374287090779,3.149924842690712,23.284978374517073,3.466551218459367,1.828707200571293,13.878706098017421,13.677125040138925,21.468621210093854,23.472906065527713,10.580706928037747
5,22.644342,202,1050000,1.361338291571265,2.819587368390889,3.681635548533154,5.000000000000000,0.100000000000000,0.100000000000000,0.601427884676010,0.674641211963693,1.000000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.333770951737894,6.235660312789755,13.493758861504122,16.983569728219464,15.665322348888611,7.269777855079968,11.936886671619504,18.960638884510998,25.000000000000000,22.644342375601908
8,9.758043,87,1050000,1.723019196070827,4.277094258360249,4.948242324627165,2.974597431980177,2.402860286537917,0.668201020827755,0.599478705365267,0.501126147588744,1.000000000000000,1.000000000000000,0.861974955820852,0.413916828015474,0.100000000000000,16.582618462344672,25.000000000000000,14.381159600906356,7.275045644736238,1.000000000000000,16.210158437916124,18.216470782290496,1.000000000000000,9.758043254178287
9,9.705717,89,1050000,1.164673483325240,3.458384917793162,3.795972442117882,1.978926877830018,3.303645553144991,0.514312674042967,0.428256159040610,0.552118143884055,1.000000000000000,0.925251531051466,0.946026405411880,0.618634421463605,0.100000000000000,4.161071140823104,9.513505326277698,4.386329398556963,3.331930020732011,1.065708186527060,3.033867710215424,16.460220850393454,17.435384292137069,9.705717090008297
10,10.466505,113,1050000,1.309751254120491,5.000000000000000,4.043616821768332,5.000000000000000,5.000000000000000,0.618173102654039,0.463374586036666,0.342094382405487,1.000000000000000,0.405780326381331,1.000000000000000,0.597983697296013,0.100000000000000,12.589158065050858,25.000000000000000,4.006225560028666,17.221346436663768,14.182204547517768,13.859161542485388,21.914263816116303,20.866515027473393,10.466504681250230
11,13.701937,159,1050000,1.414113293500180,5.000000000000000,2.498198381481290,1.795159785767964,2.591325216093574,0.648436928498925,0.564335128531543,0.656556266464209,0.884145768404511,1.000000000000000,0.726993125186372,0.100000000000000,0.468178253997822,7.960403208180574,25.000000000000000,6.740774576368719,1.051528971060969,1.000000000000000,19.480264170035383,16.330065382023342,24.309900498169792,13.701936883874815
15,17.420079,101,1050000,1.334493303922179,3.248725043063868,3.732613711007985,5.000000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.566247119545543,1.000000000000000,1.000000000000000,0.699280466144029,0.100000000000000,0.782006807485647,1.350089369667377,9.034596097596219,3.071870117571005,3.523156245839829,4.251006612134185,13.506795266406458,11.391019770271642,25.000000000000000,17.420079077464560
