1+1,10+20-i,10+20-ni,5+10-i,5+10-ni
35.46221872235809,36.8246643553269,54.584667783593886,30.953281928301635,101.39783708818817
35.2548678784319,30.58779169616252,77.18962847635869,37.456900957188225,77.46421885182934
43.696076795459426,98.73037173011048,51.99113151376179,38.02851130217562,69.1914083754993
98.51518791327217,30.97565719668133,74.53064786926022,102.00443900905127,100.675340599932
92.52650683027447,92.51569472513278,69.1914083754993,36.116056627926405,72.44214555508212
56.42369761777472,32.87376332646373,74.34433183019891,37.60110873074227,64.30238504535022
47.37960278262152,30.654051102571444,93.12655234966566,101.16540045600114,81.05784399759945
106.6903688739918,103.82512984110241,59.05372165075488,105.01829498222045,75.50339504855772
35.903714182650944,31.57603408149649,68.06768985725876,36.270347750615265,50.773981389636006
67.1997866559163,92.50823276851473,46.983430115233844,25.795664541836445,93.02648086289548
31.321869255119452,101.96312767678157,88.84973834656182,64.55396679661992,85.17894579550614
41.07981957861499,50.945791231172635,74.8971040498187,90.83976651712095,83.78020174755395
104.1648788318314,87.26546786693102,85.9979728893123,52.92819626875517,73.23609164404411
38.28503409686179,94.23426237523232,65.17510364425432,39.34346570848142,63.01746094236684
39.50796576838738,28.89811391129046,57.8889069361792,29.504777653462284,90.28805964016028
35.85470705792557,40.723981920276266,82.87957789277482,45.50256626852763,67.88189476727665
56.08113742459429,41.37941759778911,77.70639110814058,42.258732193608175,70.69383197205235
101.45518830386715,31.767553799338042,102.30316673443008,39.03676850580694,99.0629259128772
49.29209839608899,91.23896157382781,71.37780521396691,39.34300776933953,93.21068816480442
97.10504855644118,37.75447894879139,100.03030016259119,41.9318193297806,76.27986216710265
32.934238914140366,39.90457838998884,98.27988935212933,96.29647631723455,72.18540734190762
41.188874323425146,33.61815932280792,70.84260112157847,30.410926532277166,58.276456598398774
105.20163327301448,97.34919608600866,73.94685373053196,73.66265076754205,87.66980216930527
100.944893708768,34.474221865442466,70.27143041908721,38.529807647908356,76.21980145151811
35.068821554911395,35.06271872396985,74.51789018307198,75.12073742943467,62.2117614200602
95.9488200297659,35.36176573924523,84.16778513448534,47.39848331723104,69.94009720033552
105.55388438706919,41.774633329283816,58.7194239753004,34.717015607260926,79.15145836747398
97.67506563881543,41.26049885579138,69.71480796455359,31.608222446578814,81.45738595801757
29.67286257882349,75.0296435155368,77.69287577573846,53.11743224597247,80.64320592806386
37.430417687575115,35.52195150504629,85.11300927716263,32.01508648092147,79.71160401593322
1+1,10+20-i,10+20-ni,5+10-i,5+10-ni
