0.0	0.0	0.0	0.0	0.0001	
0.0002	0.0002	0.0	0.0	0.0004	
0.0006	0.0006	0.0	0.0	0.0011	
0.0012	0.0012	0.0	0.0	0.0025	
0.0023	0.0023	0.0001	0.0	0.0046	
0.0039	0.0039	0.0002	0.0	0.0077	
0.006	0.0059	0.0003	0.0	0.0119	
0.0087	0.0086	0.0005	0.0	0.0173	
0.0121	0.012	0.0008	0.0	0.024	
0.0162	0.016	0.0011	0.0	0.0321	
0.0212	0.021	0.0016	0.0	0.042	
0.0279	0.0275	0.0024	0.0	0.055	
0.0367	0.036	0.0035	0.0	0.0721	
0.0484	0.0473	0.0051	0.0	0.0946	
0.064	0.062	0.0075	0.0	0.1241	
0.085	0.0815	0.011	0.0	0.1629	
0.1133	0.1071	0.0162	0.0	0.2142	
0.152	0.141	0.0241	0.0	0.282	
0.206	0.1862	0.0362	0.0	0.3724	
0.2835	0.2469	0.0552	0.0	0.4938	
0.4009	0.3304	0.0869	0.0	0.6607	
0.5841	0.4426	0.1408	0.0	0.8852	
0.798	0.5501	0.2083	0.0	1.1003	
0.9322	0.6067	0.2521	0.0	1.2133	
1.0664	0.6561	0.2968	0.0	1.3122	
1.1806	0.6932	0.3352	0.0001	1.3864	
1.2762	0.7212	0.3676	0.0002	1.4424	
1.3602	0.7437	0.3961	0.0003	1.4873	
1.4364	0.7625	0.422	0.0004	1.5249	
1.5069	0.7786	0.4461	0.0006	1.5573	
1.573	0.7928	0.4686	0.0008	1.5856	
1.6356	0.8054	0.4899	0.001	1.6108	
1.696	0.8168	0.5105	0.0014	1.6336	
1.7594	0.828	0.5321	0.0018	1.6561	
1.826	0.8391	0.5547	0.0023	1.6783	
1.8962	0.85	0.5785	0.003	1.7001	
1.9702	0.8607	0.6035	0.004	1.7215	
2.0483	0.8712	0.6299	0.0052	1.7424	
2.131	0.8814	0.6577	0.0068	1.7629	
2.2186	0.8914	0.687	0.0089	1.7828	
2.3118	0.901	0.718	0.0116	1.8021	
2.4111	0.9104	0.7509	0.0152	1.8208	
2.5172	0.9194	0.7858	0.02	1.8389	
2.6311	0.9281	0.8231	0.0263	1.8562	
2.754	0.9364	0.8629	0.0346	1.8728	
2.8871	0.9444	0.9056	0.0457	1.8887	
3.0325	0.9519	0.9518	0.0605	1.9038	
3.1925	0.959	1.002	0.0805	1.918	
3.3705	0.9657	1.0571	0.1076	1.9313	
3.5712	0.9719	1.1182	0.1448	1.9437	
3.8016	0.9777	1.187	0.1966	1.9546	
4.0722	0.983	1.2654	0.27	1.9626	
4.3986	0.9878	1.3553	0.3762	1.9611	
4.6761	0.9907	1.4245	0.4801	1.9398	
4.9535	0.993	1.4821	0.5939	1.8847	
5.2116	0.9946	1.5207	0.7057	1.7905	
5.4868	0.9959	1.5433	0.8277	1.643	
5.8743	0.9972	1.5454	0.9976	1.381	
6.1872	0.998	1.529	1.1287	1.1595	
6.5002	0.9985	1.5027	1.2517	0.9539	
6.7989	0.9989	1.4722	1.3601	0.7825	
7.0957	0.9992	1.4389	1.4584	0.6386	
7.3939	0.9994	1.4039	1.5474	0.5195	
7.6945	0.9996	1.3679	1.6272	0.4221	
7.9983	0.9997	1.3313	1.6977	0.3433	
8.3064	0.9998	1.2945	1.7592	0.2802	
8.6198	0.9998	1.2576	1.8118	0.2298	
8.9402	0.9999	1.2205	1.8556	0.1898	
9.2695	0.9999	1.1832	1.8908	0.1583	
9.6102	0.9999	1.1457	1.9175	0.1336	
9.9654	1.0	1.1076	1.9356	0.1145	
10.339	1.0	1.0689	1.9449	0.1	
10.7359	1.0	1.0292	1.9451	0.0893	
11.1609	1.0	0.9883	1.9355	0.0819	
11.618	1.0	0.9463	1.9155	0.0776	
12.1058	1.0	0.9036	1.8851	0.0761	
12.613	1.0	0.8615	1.8453	0.0775	
13.1231	1.0	0.8216	1.7989	0.0813	
13.6215	1.0	0.7849	1.7487	0.0872	
14.1005	1.0	0.7517	1.6974	0.095	
14.5598	1.0	0.722	1.6462	0.1045	
15.0025	1.0	0.6952	1.5957	0.1156	
15.4321	1.0	0.671	1.5461	0.1284	
15.8519	1.0	0.6492	1.4976	0.1431	
16.2647	1.0	0.6296	1.4501	0.1597	
16.6728	1.0	0.6121	1.4036	0.1786	
17.0784	1.0	0.5968	1.3581	0.2	
17.4835	1.0	0.5835	1.3136	0.2241	
17.8899	1.0	0.5726	1.27	0.2513	
18.2994	1.0	0.564	1.2272	0.2819	
18.7142	1.0	0.5582	1.1852	0.3164	
19.1365	1.0	0.5553	1.144	0.3552	
19.5688	1.0	0.5559	1.1035	0.3987	
20.0143	1.0	0.5605	1.0637	0.4475	
20.4767	1.0	0.5698	1.0247	0.5019	
20.9611	1.0	0.5846	0.9865	0.5625	
