seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,k7,n0,n1,n2,n3,n4,n5,n6,n7,x
3,8.085400,106,1050000,1.219159291011399,3.492816190851688,1.618298544928076,5.000000000000000,2.370905090727879,0.809187884471673,0.708256637546584,1.000000000000000,1.000000000000000,0.629420765028288,0.762370845184006,0.100000000000000,0.419182394850574,8.110816049827372,11.838546271188269,1.000000000000000,2.749206378855739,5.814823848171568,11.852550119984456,25.000000000000000,9.478859800464316,8.085399978360959
0,8.506042,182,1050000,1.315575627132580,3.563065699458778,5.000000000000000,2.864028788233434,5.000000000000000,0.541721726705159,0.413653658693582,0.295440919011837,1.000000000000000,1.000000000000000,0.552672622638409,0.645666554764590,0.100000000000000,4.031392887190963,25.000000000000000,8.252055196381760,25.000000000000000,17.848347392424532,18.150972448146461,22.767040798291414,7.946571830874665,8.506042422581764
1,8.506042,182,1050000,1.315575627132580,3.563065699458778,5.000000000000000,2.864028788233434,5.000000000000000,0.541721726705159,0.413653658693582,0.295440919011837,1.000000000000000,1.000000000000000,0.552672622638409,0.645666554764590,0.100000000000000,4.031392887190963,25.000000000000000,8.252055196381760,25.000000000000000,17.848347392424532,18.150972448146461,22.767040798291414,7.946571830874665,8.506042422581764
2,9.936694,222,1050000,1.417301623532098,5.000000000000000,3.207049452365315,3.836128348099618,0.100000000000000,0.100000000000000,0.100000000000000,0.526828659748766,1.000000000000000,1.000000000000000,1.000000000000000,0.100000000000000,0.550922800955192,15.673179739156038,15.761145010773931,9.374630154008492,3.778104770058172,1.712705564153384,24.952088110919294,9.146364720795144,7.153497185990906,9.936694121901680
7,6.674940,117,1050000,1.591370308875806,3.207463031810913,3.880810406480315,2.355778912801824,1.748245204192941,0.735724814123070,0.620411896110485,0.448953440300838,1.000000000000000,1.000000000000000,0.540578247915701,0.257850544588916,0.502271888433537,19.444152761419346,9.961966127197003,3.430784303457726,9.695881317764126,22.577817388338104,4.687925890188754,18.983070286361119,10.901816259324283,6.674939874508294
4,7.022624,124,1050000,1.210424395324316,3.944415781751150,4.811037383536182,1.002966652625597,2.917892974665911,0.756275430566887,0.739803874486487,0.454903251580079,1.000000000000000,1.000000000000000,0.590918114592267,0.372275496380864,0.100000000000000,10.005263829370903,18.893288277223966,5.964795925507673,24.141786583013505,23.940017976218356,11.416756046921666,5.426076114710289,5.455147100673057,7.022624356774943
5,8.668901,129,1050000,1.248639550397468,2.775911823165308,2.302523151425456,1.923522007508202,3.918334281580307,0.717625724769585,0.683968834349385,0.590821851902766,1.000000000000000,1.000000000000000,1.000000000000000,0.476408569920292,0.358987534746083,16.917640027552284,9.670032325390243,2.384136391536912,4.707834816374861,1.000000000000000,4.577178194240304,6.350658660297343,9.561998729715792,8.668900734342136
6,7.202920,149,1050000,1.287349786616855,3.359475178731919,1.231287249846440,3.752953460411553,2.086243471932605,0.815447460169160,0.855778583956098,0.971524419206786,0.937978325058121,1.000000000000000,0.464119892259503,0.100000000000000,0.456866162977333,12.163486325446944,25.000000000000000,3.173459943300009,1.175197713863763,23.409678908602138,19.696590595847474,23.826417837349278,15.864959519052856,7.202919994560891
8,6.489485,126,1050000,1.004644938027776,3.504385063867075,0.488437190274424,3.737103942349389,3.278713644341064,0.788067499227578,0.748405787029924,0.782105244242928,1.000000000000000,1.000000000000000,0.534529184919253,0.136429060771252,0.411060604022454,13.175248790394284,14.756442685625980,1.086179099980179,3.206312700015609,25.000000000000000,7.518379544912889,11.594878848288464,19.571264380769708,6.489485494088614
9,6.074296,138,1050000,1.844162825171414,3.642474254328674,4.936513297583700,3.667097830694857,1.239636960752960,0.645302606186767,0.578740636299603,0.478499335065433,1.000000000000000,0.844121160459395,0.803248243724374,0.100000000000000,0.502283910436413,25.000000000000000,23.512332856372843,8.461363597695610,9.349374279431065,1.000000000000000,5.053884143186389,7.415235460148232,4.513348456317843,6.074296102451189
11,8.392020,154,1050000,1.397121399943399,2.883834056794899,5.000000000000000,3.248242633264203,2.088786783668103,1.000000000000000,0.842510781308703,0.555201808701430,1.000000000000000,1.000000000000000,0.721284917822128,0.100000000000000,0.323011647727531,4.995074850783473,19.269303952553450,21.239985621543223,21.687420046654999,2.280888115104339,7.554892090671001,24.690234206571226,19.943851109533532,8.392020227531125
10,7.727856,164,1050000,1.881291682783859,4.163764300026992,0.984481848413051,3.883157719322115,2.858012626052110,0.596166229904557,0.598436796862366,1.000000000000000,1.000000000000000,0.643559956829836,0.828106850751204,0.306428681861259,0.464885627988465,12.034532091224983,17.780547865735734,1.000000000000000,2.324559060958700,2.315876497236268,13.421028637700130,14.974827519958424,5.530022425018541,7.727855518006146
15,19.115250,107,1050000,1.233335703109945,3.729606378136025,5.000000000000000,2.768262279234535,2.116380512674134,0.501256574432231,0.446716515377138,0.410872531822363,1.000000000000000,1.000000000000000,0.581647445483934,0.430580626485860,0.100000000000000,2.539434196563556,4.129328535769777,12.540218556664607,5.823231563627557,7.697124610754258,12.994985451793420,10.905200618375609,10.741641023841676,19.115250300417731
