seed,evalTrain,evalTest,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,k7,n0,n1,n2,n3,n4,n5,n6,n7,x
16,31.740136,10.043128,63,1050000,1.392187273932609,3.186503810767487,4.823813882296333,4.435000201098407,1.856905515980338,0.524963669067590,0.510351045820632,0.958051851019531,0.183918713303534,0.578081179950931,1.000000000000000,0.530331315438283,0.618381259501424,14.430495135243212,1.452318945359939,18.057699594976213,7.553818844659744,15.668254319128122,8.671135275815791,11.061555474856847,6.947870782351596,31.740136141667658
19,16.762021,7.566591,70,1050000,1.592587441928077,3.419713007069498,1.989611907961205,3.609646948476104,3.383866462620422,0.613444243054041,0.590892736568757,0.435974712955910,0.846296744190601,0.930226967752991,0.622512266133249,0.354623948079935,0.518170812023516,17.902472307736225,14.075591120770015,1.130327911642244,12.953239382793126,3.675087811168799,4.368482381601788,11.165368837249424,13.919560660589587,16.762021154807250
17,16.476001,6.545264,76,1050000,1.595537403048855,3.735828057535900,4.392469926051576,3.374044939841445,2.727061619226126,0.721985881270625,0.556865733034690,0.569976444462279,1.000000000000000,0.762552857434232,1.000000000000000,0.493845026402087,0.120903742428558,12.706235487371928,5.030639585713491,16.731408280604199,2.491613821450433,3.127916194547668,1.323712406368511,9.743215053060401,3.103031244762916,16.476000919548472
18,15.342493,6.951809,99,1050000,1.408398675641871,4.013165788550369,2.934859888715061,4.518105094735483,1.827767977412969,0.735513583765837,0.556837029821879,0.626657428630025,1.000000000000000,1.000000000000000,0.796466614675023,0.426410974537764,0.378023196052646,10.617699879111301,9.323766465509757,6.621085360756283,1.063098189452263,1.228781116663772,23.894475325335321,7.619594327791309,24.794323828632197,15.342493381028935
20,13.980797,8.291523,83,1050000,0.948849418123035,3.674460145079333,0.874553102963135,2.230228072411486,2.813478853462608,0.498670550863342,0.529661541739198,1.000000000000000,0.887496148567654,0.941297078310383,0.566606086879990,0.252340536670046,0.558806863189288,2.139966012226586,11.204819372598034,1.985337864393003,3.441721803173419,12.714990203919409,2.771104161988292,18.212338046873188,15.083430132098962,13.980797415138091
23,14.922970,6.746586,89,1050000,1.312239853275950,4.132650435051699,2.894294675136050,3.318670587975869,1.915123634271451,0.547989422465274,0.550352065571616,0.427878458802770,1.000000000000000,0.965343158439127,0.591486539126457,0.311222501102286,0.523603603819043,3.553562782106883,14.598959405125189,3.673473767777342,13.194382746518320,10.160989279857796,10.825159555452323,15.313945313116272,10.694431237349194,14.922970132577992
21,18.656547,11.520912,101,1050000,1.475805993156827,2.502566334795036,2.750475404389214,1.753483023622454,2.359794719919853,0.699684392023426,0.439453155521992,0.546682343028348,0.938694700285246,0.753482639215035,0.877284633800116,0.628649486021592,0.409705653461492,24.732162938863741,2.475376318766113,6.354582537853006,19.362930158484399,8.992904244229432,13.310337912501418,10.397122193703005,17.482503207882832,18.656547257681580
22,14.641641,6.183355,122,1050000,1.563871299285568,3.708881296296441,4.831173639046846,2.251718405900740,1.933566066819824,0.775471965176323,0.570123710388536,0.485597951156635,1.000000000000000,0.889455609534931,0.516358493617092,0.388929803439492,0.513367971566293,22.411528041438046,17.914069097880354,20.116362647334817,10.715730044090461,13.989258803980813,3.170103252314146,13.316375492010106,23.808938790721157,14.641641212403690
25,30.486831,10.899884,62,1050000,1.563755439234463,3.594446571345107,3.282262011551529,4.444869225427709,2.803922977213470,0.525218287080212,0.526836431170107,1.000000000000000,0.162373468781002,0.658764938810560,1.000000000000000,0.100000000000000,0.678762038407846,22.970037832883260,4.240860199281732,17.966876944164443,14.768321039907441,9.897852222121466,4.310721151749116,3.307720691700434,5.586465854031288,30.486830687318605
27,29.210707,10.374452,65,1050000,1.032906318644919,3.915212320532363,5.000000000000000,4.364059929506142,2.827692623726669,0.597930874519718,0.541974558256270,1.000000000000000,0.155503165960125,0.618352082959832,1.000000000000000,0.357904742037124,0.610936676840202,9.028465547635420,13.361953587027544,11.755184750328094,21.611523799588535,20.539007792036937,10.415577656762577,7.532172442216676,6.356820043264197,29.210706783272673
24,26.963947,9.794447,76,1050000,1.384924732048298,3.928884996338857,4.948309628806316,4.873769572152456,2.845814469863729,0.643213653213142,0.541196779685895,0.965759241412088,0.100000000000000,0.702009874553345,0.984972899739575,0.100000000000000,0.602983035705431,17.523980794819376,5.157504884721622,21.498432768720626,25.000000000000000,16.443866911656403,1.674775667780892,17.877666577280180,19.211548044083905,26.963946990709676
26,15.514989,6.232195,105,1050000,1.267864948874589,3.894588497655133,4.948226909064444,3.280807702068068,1.849948959522044,0.581777646319777,0.577004217442566,0.439509974198369,1.000000000000000,0.967192186706916,0.590742467014066,0.247184238090493,0.461689027443084,3.034798920438230,16.914150651716180,15.429455946231589,25.000000000000000,13.875310847564007,13.134744458213917,21.724707303679409,8.839181462348488,15.514989212181788
29,14.507962,6.817246,84,1050000,1.612847867297959,3.588420743597971,2.886472328724031,4.812030811457444,2.045844683135174,0.744010137280359,0.560637289047832,0.551745690052023,1.000000000000000,0.591149903624950,0.817329667430579,0.279112815885055,0.419552735928570,20.572787882647773,4.164118925271059,3.968750743045217,3.328876301780392,22.386279617810362,8.130855851360298,3.110232256695941,5.874407123521090,14.507962366164385
28,14.263510,6.591358,89,1050000,1.344117251105501,3.712246545871831,3.450184292109640,3.590040705836803,1.836384016263956,0.742924388890833,0.716651917031529,0.429515340463262,1.000000000000000,0.977568218812883,0.588084714877315,0.271531218907620,0.436134398319775,7.155876110341920,16.047847257928800,4.237021915431584,23.212938703987358,15.137556683859074,21.064550703480367,15.101488315679688,6.098600178273208,14.263510152685627
