51.428600	1.496700	0.425000	0.373100	0.237200	1.496700	1.496700	1.496700	1.496700	1.496700	1.496700
52.898000	1.935040	0.645411	0.318854	0.294887	1.851455	1.607607	1.807497	1.622800	1.894743	1.518408
54.367300	2.194046	0.646201	0.470026	0.495070	2.088071	1.453742	1.848410	1.931186	2.091104	1.638932
55.836700	2.358037	0.645687	0.620182	0.677582	2.245901	1.106970	1.877384	2.101685	1.944892	1.928605
57.306100	2.490071	0.640836	0.750351	0.800251	2.351152	0.720456	1.912134	2.221166	1.726381	2.107812
58.775500	2.569463	0.454121	1.056490	0.828980	2.421347	0.394909	1.935167	1.890745	1.528650	2.180159
60.244900	2.089817	0.136911	1.335107	0.568299	2.468140	0.193482	1.774256	0.977114	1.356992	1.846777
61.714300	1.216635	0.038144	1.242506	0.360346	2.172234	0.101249	1.418701	0.504259	1.199995	1.142602
63.183700	0.693059	0.010613	1.124608	0.228483	1.449369	0.073931	1.061693	0.260245	1.059891	0.635484
64.653100	0.394747	0.002957	1.048119	0.144880	0.966650	0.079774	0.761303	0.134336	0.936145	0.347535
66.122400	0.224859	0.000822	0.995122	0.091873	0.644733	0.101368	0.527361	0.069352	0.826853	0.189632
67.591800	0.128103	0.000238	0.953076	0.058264	0.430040	0.130764	0.360484	0.035808	0.730316	0.103453
69.061200	0.072964	0.000180	0.910385	0.036947	0.286825	0.167646	0.245158	0.018478	0.645049	0.056416
70.530600	0.041525	0.000894	0.837604	0.023421	0.191267	0.228587	0.166379	0.009520	0.569737	0.030737
72.000000	0.025053	0.083573	0.599282	0.014851	0.127560	0.528869	0.112826	0.004913	0.503218	0.035205
