0.000000	0.709500	0.176700	0.152200	0.080600	0.709500	0.709500	0.709500	0.709500	0.709500	0.709500
1.469400	0.802898	0.175505	0.159589	0.082511	0.890378	0.975816	1.015264	0.951465	0.625295	0.931539
2.938800	1.004016	0.364614	0.165914	0.418811	1.553853	1.197065	1.359239	1.826976	0.822273	1.501702
4.408200	1.717326	0.555348	0.171285	0.664226	2.062879	1.373940	2.043897	2.718649	1.431397	2.007327
5.877600	2.862815	0.609135	0.535582	0.761642	2.176790	1.216329	2.286919	2.982147	1.796158	2.223679
7.346900	3.186019	0.543114	1.121359	0.812933	2.169413	1.033939	2.330288	2.868029	1.903163	2.277312
8.816300	2.472703	0.395255	1.302562	0.849017	2.073177	0.878888	2.269303	2.423925	1.871070	2.189623
10.285700	1.806146	0.232171	0.841260	0.855933	1.761793	0.747088	1.976035	1.657186	1.648137	1.862178
11.755100	1.351679	0.119056	0.580097	0.646638	1.127989	0.635079	1.204874	0.954042	1.309105	1.219295
13.224500	0.972852	0.056859	0.444383	0.381183	0.517944	0.540265	0.453444	0.537638	0.999934	0.573793
14.693900	0.675716	0.026096	0.366051	0.223235	0.211786	0.462174	0.133532	0.326822	0.753250	0.211256
16.163300	0.468131	0.011744	0.317108	0.130736	0.095245	0.404979	0.039194	0.220286	0.566231	0.067492
17.632700	0.333729	0.005324	0.284675	0.076554	0.050465	0.386175	0.016995	0.163001	0.425566	0.019898
19.102000	0.249395	0.004583	0.262234	0.044831	0.030980	0.573316	0.007903	0.129713	0.319855	0.005881
20.571400	0.199088	0.025312	0.246192	0.026257	0.023424	0.758174	0.004405	0.118974	0.240403	0.013688
22.040800	0.221125	0.084430	0.234436	0.015378	0.071113	0.872351	0.013835	0.262443	0.181236	0.170326
23.510200	0.446277	0.160780	0.225658	0.011558	0.521979	0.932667	0.329490	0.756514	0.186180	0.636418
24.979600	0.762726	0.222241	0.219008	0.130290	1.166457	0.955069	0.998119	1.243125	0.306949	1.139174
26.449000	1.002446	0.272984	0.213914	0.496506	1.500587	1.013730	1.347592	1.553698	0.523171	1.474667
27.918400	1.199979	0.381441	0.209978	0.644533	1.805994	1.121744	1.767684	2.060007	0.896396	1.796095
29.387800	1.587877	0.503525	0.206922	0.757508	2.043336	1.223558	2.109801	2.584498	1.280091	2.067002
30.857100	2.420666	0.556957	0.270044	0.819994	2.142651	1.137781	2.270293	2.840129	1.503896	2.216619
32.326500	2.518326	0.473731	0.792225	0.852510	2.125742	0.967197	2.295162	2.668913	1.610397	2.232111
33.795900	1.942203	0.316658	0.657705	0.874509	1.963345	0.822157	2.171672	2.087458	1.563391	2.068911
35.265300	1.515728	0.174894	0.487027	0.806963	1.507584	0.699017	1.679964	1.311221	1.319755	1.601213
36.734700	1.145723	0.086999	0.391450	0.517088	0.827314	0.595688	0.820191	0.738633	1.030994	0.908395
38.204100	0.819784	0.041061	0.333333	0.302804	0.351103	0.513776	0.269427	0.428565	0.781247	0.380664
39.673500	0.570800	0.019044	0.295616	0.177357	0.147953	0.460495	0.077191	0.273132	0.587778	0.131664
41.142900	0.401313	0.009104	0.269892	0.103834	0.071697	0.448955	0.026785	0.192552	0.441764	0.041063
42.612200	0.292891	0.007237	0.251715	0.060803	0.040893	0.590372	0.012281	0.148061	0.332026	0.012868
44.081600	0.228226	0.025650	0.238512	0.035613	0.029463	0.745385	0.006477	0.132871	0.249551	0.017799
45.551000	0.232016	0.071171	0.228718	0.020859	0.063999	0.837841	0.012619	0.235800	0.187727	0.135738
47.020400	0.390435	0.125404	0.221336	0.012546	0.339500	0.884571	0.161923	0.572204	0.165662	0.462359
48.489800	0.637341	0.166751	0.215703	0.026461	0.810191	0.899926	0.791355	0.919524	0.204315	0.839277
49.959200	0.835405	0.186317	0.211364	0.119481	1.095382	0.894752	0.943186	1.107182	0.284669	1.093408
