seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,n0,n1,n2,n3,n4,n5,n6,x
6,19.014936,1379,1050017,1.665691520834621,1.300929604424792,24.496223976503156,27.655333620132257,38.801980071408237,0.704201018841498,0.552695926621242,0.076738043707316,0.074712150706818,0.485650232664151,0.126794577762118,0.858145595704528,93.611689959855610,2.002391251488039,59.022877126291504,14.547787953731832,48.443778701167737,53.478419712040810,9.729093461406778,19.014935543873683
28,37.435112,1382,1050019,0.940972576765761,1.293568104869937,2.473846128545961,1.662155185443035,99.999999995018669,0.726329737744095,0.560956702506954,0.376348819680196,0.526091015373754,0.157352164103352,0.468552789132908,0.022829261106578,3.890784036854208,4.662371243315492,2.850120510933461,2.033894271953696,97.227700787066055,100.000000000000000,99.999700186484020,37.435112151933985
15,24.128413,1387,1050022,1.672822971622366,1.382024595243752,24.495363590105704,27.653705387975360,31.386585600377692,0.702493957828650,0.549327137497284,0.026046198998746,0.065217315259808,0.495671826504353,0.279454999571815,0.756457556745460,98.158493243682158,2.891857413832814,89.556423588163241,45.606633495805176,43.508402300234415,77.284195934392286,43.951165864356489,24.128413018275900
11,42.187592,1406,1050017,1.058584008722904,1.516267081187864,27.244136755250949,27.648597759153936,65.021267957654416,0.646688111584384,0.545568361053031,0.058002798673847,0.017709618592632,0.405293488212653,0.034793018279332,0.617304932920686,5.941365951666838,3.645055546734386,99.951791352659739,97.544313866392329,97.055421470829458,92.802149247165885,100.000000000000000,42.187591955059325
8,42.955525,1466,1050020,1.029212551828841,1.505345045573400,27.253070165303565,27.653950504993506,65.425320159466068,0.637201272417405,0.545695351190398,0.083129611353364,0.018678223267783,0.370546900377233,0.234187814360707,0.610990290615594,5.406903871167979,3.676835799053805,67.593852324690928,65.424409434548735,97.808636165215673,30.185972325117223,99.003664176125212,42.955525461281624
17,31.984624,1468,1050019,1.395632872565574,1.372034851290674,22.484021303324507,2.327671529860731,95.999627018400602,0.483191493010998,0.576287557941775,0.075509140173666,0.564552666682936,0.368162190410256,0.328669525292970,0.595635978089207,77.038071204169682,1.490935296986874,71.615669871650254,1.619718496251011,7.393296937756609,43.434711969537175,89.184623490064424,31.984623834685901
12,41.486672,1478,1050017,1.090780758039164,1.330125210753588,2.586983645542899,27.654114680882425,76.360347435245657,0.590113079519295,0.560225363828763,0.339048841525619,0.123922091794703,0.918917386363436,0.237782438390661,0.113642130700178,7.616511198699615,3.578120449032451,1.414039169710826,74.174637327303528,72.188747909322771,78.023770346211222,57.368852831523184,41.486671825030036
0,22.763731,1499,1050013,1.671713075978738,1.250272580778503,1.005897890913157,2.771225357134983,55.963907296170539,0.760399377543319,0.565367316157706,0.697007843735728,0.497202080780942,0.640437008138021,0.221499150381889,0.017522974130743,99.999994983802025,2.304879017740659,0.380415992340819,99.058270510430915,99.682660450664812,72.263739898481546,0.010000000000000,22.763731026883686
3,43.531397,1513,1050016,0.966627031236223,1.041742083591837,5.415942038870045,27.652538236924410,51.982102538153519,0.706499674778779,0.589888974851414,0.336233501184077,0.023303249871129,0.707397017762941,0.277244595963070,0.150201439244550,4.726093609798200,4.352459230232287,98.647607179652766,13.423530965338530,63.175509467055327,23.376280233113504,45.589674882106116,43.531396997655953
9,19.488473,1522,1050021,1.672825275547667,1.381820830652048,27.253041321617310,27.654177442074367,33.522776501250149,0.702521834815855,0.554676278828762,0.015153609041299,0.010869545892623,0.455078999283086,0.258297410338612,0.782742680168332,97.593895925256575,2.138450524830340,6.226843984349972,4.059660961629378,58.200850855908470,40.947307323509626,25.966656098673144,19.488473020502894
