seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,n0,n1,n2,n3,n4,n5,n6,x
7,5.833110,2442,1050042,1.563178987352566,2.006906970488709,1.676758970235109,2.640193323101175,3.276812606431394,0.699076271220863,0.505684923342330,0.374568258421798,0.564379505113301,0.618389415764318,0.647238150241670,0.023005467904018,16.353913133565185,5.681399558386692,2.295209782507569,5.536166855505169,7.686295355608309,2.824693159845399,29.784984588700179,5.833110296764522
6,5.881621,2534,1050042,1.560277239071740,2.170296793002892,1.325582480607116,3.029261917246264,3.244851261522573,0.682345312256652,0.530496302520783,0.351581978456425,0.600820381758856,0.591660142102374,0.680729036137991,0.062056545480280,14.580999039204250,6.768957875690993,2.285934857760306,7.000305604418008,10.231481148584284,2.118002648546671,10.373909434616413,5.881620790232986
27,5.818495,2582,1050042,1.591271514372363,2.167958302128134,1.403553262186579,2.668144427544864,3.156807787663668,0.709350847566927,0.527340889900699,0.353595829575275,0.569748567188703,0.636027670349526,0.623093583725958,0.018947986092313,17.743247499858970,6.852799940570313,2.502737703386259,5.290470876758227,5.622908395834525,2.687321035150819,20.859047495919845,5.818494684079733
5,6.430679,2646,1050042,1.595404773604999,2.176852390544226,2.080049426256674,2.025119733012921,3.107943820099503,0.707620328394020,0.512962814944122,0.417255504432444,0.493579259554922,0.567244004361586,0.683893238829053,0.017081816501913,18.548358501953849,6.762850325727686,3.509393827413056,3.454221045884785,6.322080598998260,2.674354354817200,17.853562916594473,6.430678555704052
17,5.828359,2655,1050042,1.565317432950427,2.177591104123306,1.365960904692572,2.654553600189697,3.588074657751204,0.697676065134564,0.531175366267764,0.349962595068752,0.569192315447824,0.573170914071235,0.683473539184180,0.021088756661055,16.914652762676450,6.201601501284486,2.181472969791883,5.773803204168880,16.463328524270572,2.448014857032976,20.701724223311796,5.828358968204961
9,5.936686,2663,1050042,1.548759027150981,1.954737276003541,2.180418197316164,2.202426295406382,3.567751761128063,0.708110364590652,0.506598760802934,0.420399524960588,0.489367031374923,0.562124996486610,0.682035694115459,0.064569465676529,17.460654727842118,5.645811706650436,3.451209614749231,3.316131331950193,26.535473735748897,2.296452646428126,13.661257531808670,5.936685605187294
13,5.949977,2693,1050042,1.545878410831882,2.030067082361298,2.305454189606725,2.184570312863223,3.262148921659254,0.697072355685386,0.508759212082235,0.399491271896296,0.545798744138133,0.585528599475382,0.683630003110001,0.042267678118717,15.545846580221107,5.109627128425344,3.479816891544060,4.447801850164387,17.025322922043599,2.744893286949031,10.341520438988290,5.949976599356817
25,5.862424,2698,1050042,1.552172532573735,2.172673777213228,1.441628768879524,2.678598829533577,3.588794846013705,0.702600761349123,0.527658075803387,0.357574982459583,0.567171346833593,0.592884190742927,0.666053479142907,0.103583437653404,16.019328618889883,6.970163010803028,2.273433212841412,5.968438460280133,22.659895412452939,2.720900359420244,20.302202575973716,5.862423845663442
4,5.883338,2707,1050042,1.545372942729166,1.998181865243186,2.110619403970728,2.110270935124862,3.651217048706908,0.712467233043168,0.506334565543297,0.421907403534109,0.496431600568538,0.572937242414591,0.670342959832264,0.037239169960795,17.684810456981914,5.546905358088420,3.830773802718404,3.303631011821656,17.131016211582974,2.079028030530732,23.786942914417743,5.883338126673796
12,5.977304,2714,1050042,1.578505607446013,2.211934428665812,1.276315529489618,3.018054519521978,3.561289658965742,0.672647304860925,0.528471152477040,0.356300388472555,0.602355907469387,0.613151140278750,0.351769515955420,0.858656587016539,14.694658591565497,6.209566812236148,2.126885536826889,7.668728940981533,5.002263890386877,3.041354085328444,1.104238227897955,5.977304237649891
8,6.238530,2718,1050042,1.614605107044167,2.044268073045541,2.117892077977095,1.987863885506938,3.208573626406479,0.711175529078036,0.504378269994967,0.413318681711416,0.500745713152394,0.531944860601300,0.694775191876044,0.023886640163770,19.652862222438763,5.591695191667593,3.634983387530954,3.749463098034402,7.325943065459366,2.251957210856447,23.083203397713635,6.238529870273118
29,5.840072,2726,1050042,1.549215558397137,2.172756072561203,1.336482986745754,2.953308911433947,3.377555417023558,0.686773506225301,0.532846280110037,0.353446391935845,0.593122095155748,0.582594775418477,0.673998108411532,0.072999408868399,14.355416925474642,6.656261069907506,2.239745895487269,6.681906895615725,29.998813196949637,2.236261155859932,6.044174156425603,5.840071525546433
18,6.061597,2744,1050042,1.672154535135056,1.820624792569860,2.258088142929632,2.515876734453220,2.115841917470596,0.661449270715788,0.494647711788829,0.430182684526639,0.553548237170875,0.742056202154306,0.010010234784190,0.843745090020355,20.255130759300893,4.379478877908188,3.567067383150845,5.002569614895725,3.622487339935325,25.401231084918215,4.836453325368815,6.061597490542983
19,6.109771,2757,1050042,1.639442152895229,2.170196692997934,1.262612557916361,3.420418731612596,2.279477244237421,0.655327909168325,0.527801278593346,0.359382503560378,0.622241362977655,0.714570511305755,0.010000002094691,0.865935386668357,18.556876140984595,6.166942446816588,2.276552109985858,11.372132455597204,3.798358991059169,29.052251695461446,4.467837439364787,6.109770675409068
21,5.898454,2760,1050042,1.599130300548124,2.172446060904754,1.303536768530555,2.915499674387919,3.361234915921317,0.685986713336757,0.529457907398832,0.350850909619566,0.591991632186412,0.578684894465842,0.681675906898223,0.017784679184275,16.936117778070315,6.717954731183755,2.458333833827864,6.906022270032593,26.778953438463886,2.608560673981925,7.821709049817964,5.898454486286934
15,6.292249,2760,1050042,1.519804453600485,2.045442735798475,2.230923365582797,2.451918077127122,3.502098116197998,0.715336734982009,0.501603163515871,0.414336548736752,0.583841861222391,0.535209497640344,0.652120047162001,0.077017101354057,16.557467792945438,5.866097259450004,3.453583490272781,6.578443220058837,15.116651366040265,1.167967181359404,13.094796766785270,6.292248714401800
2,5.939831,2763,1050042,1.490105737350971,1.937486803317202,1.935211295047318,2.230632692438669,3.329323943764624,0.661009259594355,0.517219985722511,0.381128706725746,0.534503215738977,0.569614634343895,0.313052274612467,0.683046743522404,13.558311373651450,5.613842958559970,2.292340090827816,4.674863210225774,25.135244542842961,1.419552124170987,4.221946155772278,5.939830645308299
22,5.860372,2768,1050042,1.520844343141756,1.950021999337179,2.281175979184067,2.015704194138182,3.754656469306283,0.712253683498706,0.508727808359503,0.417168801739755,0.502883798928341,0.582536181780394,0.664925171539533,0.021761408864011,16.808245692448618,5.366691024873431,3.011283922877939,3.779809119838377,28.303374462883418,2.039885202095776,4.560321787241743,5.860371950297400
3,5.527403,2782,1050042,1.563233303402017,2.124100348537052,1.293664664394279,3.031023020828954,1.324465662114530,0.736848552379358,0.544706467199530,0.347518906161932,0.599569436294113,0.171931242255313,0.390536161790582,0.997693952224082,20.122591868840462,6.782340752126204,2.705227545327915,6.713509612072972,4.640821928420086,1.387531708475243,3.852996260947105,5.527403208165834
11,6.029082,2787,1050042,1.537165262795378,2.018690547422523,1.902544233373032,2.764725739630149,3.203809545021341,0.690460249823319,0.507231694962201,0.407700693856391,0.559400601197901,0.604673133603544,0.685569335252560,0.017261485476730,14.500193827555156,5.869583928785142,3.651441188880725,5.621340378835020,29.471150499822766,2.470263488574006,25.369005907101040,6.029081652974367
23,5.847546,2788,1050042,1.567373052335716,2.190840278599233,1.305373771887079,2.917777781023233,3.431182496372089,0.689412304824812,0.530327355061330,0.354263892877344,0.589915402185292,0.588668379405875,0.674033175042621,0.072981967261095,15.509042364115037,6.721381002985860,2.080610276003238,6.699263773718717,28.237869927273443,2.656757395234860,16.494208587046834,5.847545708671167
20,6.357148,2792,1050042,1.615872720987502,2.080285620596666,1.315404341393401,3.418226113960327,2.644315582447518,0.675124006281331,0.537773398058121,0.352674388613490,0.625734073078359,0.643076304392720,0.010000019927403,0.899172515648943,22.106724096402281,6.586459893480207,2.475556065839622,11.090538026104827,4.668948488198204,28.822848564622425,7.889901392327520,6.357147716337473
14,6.090401,2795,1050042,1.602332269901546,2.088315019330507,1.328437614637407,3.355376657310329,2.680957006793247,0.666547308400177,0.538976703111841,0.352767584189080,0.622458955560212,0.659208580665435,0.010000020171552,0.888328109350920,18.768518312920665,6.243711232742871,2.251771798999774,10.818959313362435,4.218245958165203,29.331193995083467,6.615192855163264,6.090400848549211
24,5.596865,2804,1050042,1.557020748886672,2.041189926500611,1.641287225092425,2.632784547936402,1.107582896266146,0.729969028370589,0.552158608056477,0.362041660618376,0.534799906968673,0.152872313223069,0.429120674735061,0.918325211984637,19.498869798125017,6.116220882505040,2.531311567899462,4.674967257332303,3.741151482568679,1.029410372059847,4.519308073030281,5.596865310708920
1,5.665996,2808,1050042,1.577600619812636,1.957216309159904,1.673651064868302,2.617426034886116,1.299855666396774,0.743031767124670,0.536384131809356,0.373818379385846,0.527634282895902,0.183001048459533,0.464948397223755,0.882559299598063,23.503707364871843,5.936421029178822,2.447961271494678,4.718888167417607,6.750653735920371,1.179836435107502,3.132468919421192,5.665995544046376
0,5.665996,2811,1050042,1.577600619812636,1.957216309159904,1.673651064868302,2.617426034886116,1.299855666396774,0.743031767124670,0.536384131809356,0.373818379385846,0.527634282895902,0.183001048459533,0.464948397223755,0.882559299598063,23.503707364871843,5.936421029178822,2.447961271494678,4.718888167417607,6.750653735920371,1.179836435107502,3.132468919421192,5.665995544046376
26,5.925970,2834,1050042,1.566062444131532,1.901704530742703,1.902175164723718,2.197114922381799,2.974912957023672,0.638910169165092,0.516776355539392,0.382282137121180,0.529140488563243,0.568216601631458,0.328785721839273,0.703832085436325,15.355200528237428,5.428669474460109,2.530973060292147,4.510545086934577,25.856028575951857,1.364135959758429,5.537755447368387,5.925970124437204
16,5.969028,2853,1050042,1.582929854541726,2.194839112059665,1.245872141563995,3.083212813801003,3.300736169512471,0.711249823034955,0.532501989093629,0.350833314798452,0.616327395017790,0.708179150472406,0.305376683349371,0.779282802664084,15.062065013167647,6.483674881055500,2.251080341683975,8.622860891638405,4.622292778572248,29.319356281379196,1.192421360542136,5.969027927336780
