seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,x
2,14.223745,20058,1050042,1.067045107606368,1.581689856388009,1.235650448288379,1.025630459934486,1.119367266714193,1.598518043764834,1.361812646790786,1.952246851934779,3.085644712447461,4.293995379076868,0.392960872681682,0.534520925934083,0.758989078806305,0.999999999999991,0.647649920799557,0.565023775645482,0.384079000043235,0.538341105803003,0.999999999999977,0.800140682207311,0.630042815232695,0.593023978874278,0.390636759292397,0.490794579549206,0.207443413105357,7.025262195219825,6.873861962557800,18.844185755293068,24.058346928781890,2.005502712994088,2.334249595248913,6.158768903864174,6.808447279677857,24.753214081440976,22.622483082414522,2.581375675678370,10.306407805120151,6.442813301563984,18.040416041018431,4.040320612376391,14.223744771721461
1,13.850235,20491,1050042,1.053965254631181,1.585245629816839,1.142235851033419,0.888852572783682,1.160297261885935,1.617332217954831,1.047923476147254,1.590798543381026,3.623584253230744,4.686734992726679,0.390380263519765,0.557167420109741,0.747736560302797,0.999999853156793,0.660741035489031,0.504036197387679,0.383790167010365,0.563851810716180,0.735910416966388,0.999999999999914,0.673860238656369,0.503441053397741,0.391572252892758,0.518037327016605,0.254624297821726,7.736343716249012,6.048528236258920,14.809725264587239,24.452465979097148,2.333144894331507,2.990947721218957,7.369837111708714,6.700432998469717,12.140157638792262,24.051034119126274,2.655499022632859,5.756167034440223,11.153334140302625,13.643203314436128,9.306259526392963,13.850234939852780
28,13.769051,20512,1050042,1.233307908789216,1.449942916481483,1.031432462432908,0.881381721405960,1.196714373568351,1.414825386393480,1.065787267315766,1.533604230207612,3.197779005742747,4.707626076886776,0.417075792096373,0.558430898299503,0.751760081104665,0.999999999999992,0.726073201395978,0.490828448078824,0.395777923683957,0.614889515118931,0.778592698090473,0.999999999999964,0.718781569660061,0.514344806001640,0.390691832118905,0.589962268157397,0.211333458591898,11.604579698048219,6.510696834396805,12.520681356182512,24.578333025223805,2.176472067431010,2.967112872112882,7.233440457656551,6.412933637957018,17.058040289717897,24.569988357532768,2.221822133396890,7.712319573202274,9.906706513068764,23.066082116735859,6.428141634174215,13.769051282957480
3,13.759840,20537,1050042,1.098906288281130,1.216337107714515,1.086283656993436,1.027264272586535,1.102099001541400,1.258118610280407,1.092812811510375,1.851712332410874,3.285600233972340,4.705118063962921,0.405146424306283,0.566650255885765,0.999999999999957,0.793914615280335,0.691749704018259,0.485481701152504,0.393590726025176,0.599057964725055,0.999999999999394,0.783407151337193,0.703768219467169,0.535429222251050,0.226599226597430,0.521368828883140,0.246979544424479,8.870900143373072,5.338246887187008,24.342854395108343,18.954444320094612,2.891417038063189,2.311725059883413,7.496004498895103,6.135730255114168,24.870893880738659,16.410284037550848,2.633305509447770,6.709438703418352,19.479875936281331,14.533322318893960,5.117786638417849,13.759839829399055
5,13.548976,20635,1050042,1.279878499954714,1.414836803941754,1.096919117322537,0.692681466653362,1.357438588414618,1.588943537193596,1.812672036190209,1.759382004061003,4.276322976512535,3.022095330958904,0.476191099746951,0.600607148041869,0.999999999999977,0.718116066877359,0.758767636157159,0.413600772205544,0.465234627286052,0.632192600996466,0.997297623502404,0.777597989644187,0.652362787198454,0.528616613563924,0.472841814342861,0.316005719497972,0.224808203931588,14.043095503251716,6.219814375020598,24.632323226410960,12.794920617680743,2.226222469378563,2.078126843251498,12.575752531631712,6.532956004390161,16.819628712360213,23.633451287544232,5.602109847322068,7.530788877981755,16.761879804626037,5.848627725762788,2.312322088447531,13.548976213891117
9,13.893258,20650,1050042,1.216080360751509,1.480625449978905,1.171817296963280,0.951720662492759,1.347794074189484,1.689273315831397,1.094101538785573,1.706639248173535,3.137518596111243,3.714242574118427,0.453468006307042,0.598050653389055,0.745514537785243,0.999999999999995,0.716873818092927,0.443105939212234,0.450708806968008,0.624563250545199,0.999999999999987,0.768460849647687,0.723961511893727,0.477884554106633,0.372286363502500,0.520927842013843,0.173575866895211,9.274409136012465,6.442311079708263,16.466887820892676,24.695289643299581,2.528582958049284,2.230703844480090,10.747358172960293,8.444229896382573,24.823383973698209,16.298093032263636,2.405763783705687,5.531512289590764,6.476147165605433,12.703308380502935,3.477341552248033,13.893257838297015
7,13.754603,20661,1050042,1.253611679055558,1.255610901773789,1.042981330423994,0.948592488028311,1.293556402889415,1.329544528005310,1.152316219140599,1.429129584250250,4.376804088843999,4.135585521152933,0.455230975117281,0.612019575597573,0.999999999999936,0.770176974296712,0.737089998797843,0.411782899785348,0.450192630860253,0.623599452034779,0.999405612902433,0.774631747265053,0.705304015028209,0.481473921580139,0.389365447056522,0.394641155379066,0.258868842246103,13.417212867623293,5.280475528432010,24.983803528472527,15.390985310930004,2.873387611944191,2.029625042191139,12.343038987394880,6.865727816829087,24.183446013051582,22.769971542814833,3.102706173490284,4.634850162019892,5.464807365821951,9.816565917023909,4.768057236542108,13.754603007635381
24,14.402288,20897,1050042,1.315796163932823,1.697143843147933,1.039338004866729,0.915523658912345,1.359551780785120,1.555143632409299,1.293894625217307,1.950992444565884,2.546267278710447,4.166848688953787,0.403241065498415,0.578281075922863,0.737255947971264,0.999999412700308,0.647627060005669,0.492840047111078,0.413279033095679,0.541612554786378,0.758956009284342,0.999999998964492,0.601327326565335,0.583334827302630,0.286346776801115,0.414567176728750,0.167874574789601,7.765388450098895,7.346469630930360,12.283559964203941,24.385799020450505,2.312810865062989,2.580030995460042,8.313132936145205,6.170342493512064,14.032305592573711,24.520532276452904,3.517873860434223,10.321975039905693,3.902069359419853,7.915811670607168,4.383624751394421,14.402287809913470
0,13.850235,20898,1050042,1.053965254631181,1.585245629816839,1.142235851033419,0.888852572783682,1.160297261885935,1.617332217954831,1.047923476147254,1.590798543381026,3.623584253230744,4.686734992726679,0.390380263519765,0.557167420109741,0.747736560302797,0.999999853156793,0.660741035489031,0.504036197387679,0.383790167010365,0.563851810716180,0.735910416966388,0.999999999999914,0.673860238656369,0.503441053397741,0.391572252892758,0.518037327016605,0.254624297821726,7.736343716249012,6.048528236258920,14.809725264587239,24.452465979097148,2.333144894331507,2.990947721218957,7.369837111708714,6.700432998469717,12.140157638792262,24.051034119126274,2.655499022632859,5.756167034440223,11.153334140302625,13.643203314436128,9.306259526392963,13.850234939852780
19,13.655781,20951,1050042,1.115148315568334,1.223986387630132,1.057918515035153,0.797270253281235,1.193580355824234,1.641790448238036,1.053165084621575,1.481694301914922,3.297635513261722,4.818344907470875,0.409061743764424,0.574070048137044,0.999999999999985,0.761944636339119,0.701907491196510,0.457698879324749,0.401621114150866,0.616910813943289,0.999999999999810,0.757759729182190,0.716709727698926,0.485079540675310,0.403130156552648,0.573037013782190,0.223704794772643,9.815675845400479,5.108787273630870,24.574483821475777,14.409906983628253,2.054594183093771,2.392277560510795,8.510486985645535,7.547076765256707,24.696662317573029,13.084396175122858,2.612192045891748,5.903947513803469,11.081388240267706,22.081688161936586,7.909608392357356,13.655780506360288
