seed,eval,time,numEvals,ind
3,16.778776,24256,1050001,"1.221737255787171,2.494236849483528,2.424246635304770,2.327746284559440,1.158623301940808,1.282071688786669,2.592381418143954,3.145526426193197,3.873852988206846,3.503146971784168,0.445569516912965,0.552832145486167,1.000000000000000,0.946043615965775,0.659491997573044,0.610338747266701,0.412814558548668,0.597350842893591,1.000000000000000,0.737803369809477,0.710367188198042,0.551223164614159,0.614492705660431,0.100000000000000,0.179397424150033,23.278877237191434,17.487180092705852,9.840052484328422,2.331899146623233,21.173524209575440,2.277254263219431,10.537388385022371,18.892200456864561,6.425109337346428,22.124635156326526,15.425066804913285,14.406487282070042,14.275831812722749,3.179795146795958,4.689620902848914,16.778776004600523"
5,19.470607,24280,1050001,"1.159877585914770,2.257444651631863,1.360102105551333,1.843511242736266,1.379815679861451,2.500350541177259,2.733867802076428,3.464327685380895,3.707073621978704,2.908860656902475,0.455553661899077,0.621105363331103,0.848194006439171,0.715258578966619,0.772782972769594,0.901972986001784,0.429565764206586,0.584911858577093,0.675443251695841,0.428286765194802,0.654505521759385,0.469103162042997,0.589083124192979,0.100000000000000,0.247332070979051,21.588544679109563,25.000000000000000,8.976685617043386,23.511406975941749,21.829653232433749,11.276095450613251,8.321200488899831,15.743015221465507,2.428620278180796,9.854044607599433,14.207732624864327,21.633339579387428,5.789487359541293,3.402346276954675,2.988878872855060,19.470607372559719"
26,17.161892,24598,1050001,"1.134288914894145,1.784247330946504,2.690326663492111,1.199313278585839,1.211278426244611,1.339994034695928,3.554680491265959,1.683501091994412,4.777730229668347,3.678815012036820,0.433830370941069,0.618531175871151,0.483214176812258,0.712543095831820,0.585420156912818,0.398021043686237,0.398602435196958,0.622558190241283,0.692503703123358,0.893398694318364,0.631127479537215,0.460579806306306,0.578019935104070,0.472056275896654,0.271794637554409,23.589441784457928,16.161927862512534,13.858414077448783,22.419309094538721,3.689813982393553,2.216388704816465,8.532024078236071,5.716083298419108,13.978547860964097,12.271937582132732,24.723090038297581,2.345020834606299,22.585039657034798,13.590409633578076,20.869158661702190,17.161891902856318"
1,20.864287,24974,1050001,"0.700747322700692,2.011254338668017,3.339995830029353,2.224178983131298,1.093744580573104,1.171681783505720,1.690198181773049,4.171906476880068,2.662853625710615,3.281757780216221,0.329529226633409,0.761393839238112,0.856063545284058,0.434000543086421,0.405108664937084,0.928487879309492,0.419393782407423,0.457394245257919,0.998092373321983,0.555349910209201,0.904677741623383,0.541015175825635,0.116946138826228,0.540307653551757,0.149315534760921,3.789030941716473,14.013364581469955,3.085895509095243,2.386071295256181,14.419084123273760,14.230413500652810,18.770866045750324,11.421691165217437,16.309660895053482,13.651457046527054,18.618546405320035,6.762628446813049,5.709637911908548,14.000636791514173,6.915982557226038,20.864286527895671"
0,20.864287,24998,1050001,"0.700747322700692,2.011254338668017,3.339995830029353,2.224178983131298,1.093744580573104,1.171681783505720,1.690198181773049,4.171906476880068,2.662853625710615,3.281757780216221,0.329529226633409,0.761393839238112,0.856063545284058,0.434000543086421,0.405108664937084,0.928487879309492,0.419393782407423,0.457394245257919,0.998092373321983,0.555349910209201,0.904677741623383,0.541015175825635,0.116946138826228,0.540307653551757,0.149315534760921,3.789030941716473,14.013364581469955,3.085895509095243,2.386071295256181,14.419084123273760,14.230413500652810,18.770866045750324,11.421691165217437,16.309660895053482,13.651457046527054,18.618546405320035,6.762628446813049,5.709637911908548,14.000636791514173,6.915982557226038,20.864286527895671"
9,19.720228,25192,1050001,"1.508323978751850,3.047214667382197,3.203863317348671,2.088364666229545,1.172390454760447,1.314666866890935,2.139201849550812,2.402279273195273,3.039846591329364,3.130803849717199,0.419190585372671,0.496062674256888,0.825875551146873,1.000000000000000,0.524318505417845,0.938612883477101,0.393976161971383,0.652331371847263,1.000000000000000,0.527251873794621,0.994862920671797,0.426269686413880,0.100000000000000,0.447821489936688,0.185786157297537,10.984032182980524,4.200576077050187,22.829599719578460,12.636532318446461,11.959544237543163,12.902961536560743,8.258101949492472,21.319375658187475,5.348447803822438,4.920954411464196,1.239805105365940,24.115062813277024,11.663453057367675,23.442172504880890,4.501875861403991,19.720227610959192"
13,16.714033,25305,1050001,"1.398351253960198,1.689878833014604,1.675657605706551,1.809183731759163,1.261180227306063,1.479797641378316,1.149099831468999,1.514931484710625,4.173353025939715,3.680204782939362,0.439771458266117,0.551197450008204,0.944484321858997,0.772923044369993,0.717814410280707,0.565903275826715,0.439771477430234,0.578422731063130,0.848043968494572,0.922978516108157,0.677658849433087,0.553371034635282,0.116281783466437,0.430657585784629,0.264634120752879,21.637262865377678,3.193237153186350,20.936312118020495,14.253650402000564,8.191646780428019,2.286646483309810,11.000499629859952,6.477930794648529,2.452712312098790,13.871907842990427,3.201385818813117,5.493898569018101,5.494258120719188,20.763232061952457,21.361722645618144,16.714033112098782"
14,19.942806,25306,1050001,"1.566193827050954,0.924192214596627,1.490953329072473,1.503310716892859,1.278673035332631,1.373260631179974,1.714372985177956,2.483231769658774,3.488677710927686,2.731813811278955,0.454710871594308,0.532481964862172,0.859177802191906,0.657007708602174,0.757110958051013,0.934819994408598,0.425442433157018,0.519404311755952,0.869584552572651,1.000000000000000,0.454101149560311,0.722193208857348,0.433821390611830,0.402193651255744,0.180519557722587,19.832042541936811,12.726970109743945,3.729903631782231,4.489635214471557,17.741841922714893,11.718149784498638,4.104015536365290,7.492470512032276,15.307989897856757,2.473462910598622,21.317441725521149,23.369248491500208,23.446340970855988,4.612556391419800,8.074288890165771,19.942806121717815"
21,19.848463,25394,1050001,"1.295049181052141,3.762313416034231,3.319808377654503,0.152373621857389,1.160965397341893,1.714564039126844,4.138454725781712,1.137047598180719,4.586757200553542,1.623281082626159,0.393669467708920,0.481624911823956,1.000000000000000,0.842210226198649,0.515570500512411,0.508340563467162,0.371702190238427,0.524518729052839,0.743017706478418,0.493056689736022,1.000000000000000,0.556811387399612,0.451401764974297,0.200778602981384,0.213967415477023,7.949904835517553,17.790398921363209,8.401486948245128,1.513558007829707,17.836356582779405,2.274257044410803,5.852806421627231,4.047813563972987,7.355293020675732,10.078550072822237,2.516260886016415,6.209938403218037,19.234306176979025,2.243794355553291,2.596971728576027,19.848462680119091"
20,18.963936,25425,1050001,"1.346847551769484,0.822803964625200,2.580551397601014,2.104353385030369,1.416479899909294,1.758854291143697,0.936250392174531,1.416748090632411,3.729045759658829,3.446347572796009,0.513572581201599,0.506829668495828,0.615169269933802,0.909645481480952,0.673316737472001,0.935408496780949,0.443534531288046,0.645443943471422,0.889190591198616,0.692877854345051,0.930984882582474,0.457410869247657,0.477930166528171,0.562848104238876,0.158192288385895,20.203944091117822,1.586014384975809,15.176270196000688,23.614566150941399,12.913501253384724,10.344610143276588,13.213164455533329,21.354665456824367,2.912303675003012,6.712460915540639,5.617700719297322,4.293360983540368,7.108211287708416,13.962103087783848,20.640001191338079,18.963935551635564"
18,19.671073,25512,1050001,"1.469198952044570,3.583207161024609,3.419855795769499,0.790913666790849,1.340669748636109,1.059889955374476,1.497929891669024,2.982482686040418,4.912354074902255,3.558580683323633,0.375930867298562,0.503344505133445,1.000000000000000,0.918517650397003,0.528225832708193,0.800980738162177,0.409966375876734,0.503096519272588,0.823886261000251,0.741037580324617,0.626761067344097,0.424546954660346,0.470543915148206,0.373566036304681,0.322307547809147,13.326183525979311,5.308016405441160,15.881059764093425,24.754610755630004,13.468694548957863,17.746916358054875,15.389988935793395,4.598179057046791,8.048679971854589,12.475109926174409,4.958013265158971,3.672607872434394,20.350665193251128,6.793887124280845,16.191417224481668,19.671073291653591"
27,19.467079,25633,1050001,"0.824775160683376,0.841635078716732,2.919927988542045,0.705751383032398,1.347954381245052,3.024104948052264,3.839895947227687,1.164233857514532,3.916773147966723,4.290831752443005,0.360924595309176,0.589717725264251,1.000000000000000,0.913225841184500,0.664691461374146,0.587747705981887,0.410993348608940,0.463520099169017,0.717417592510761,0.828343647856290,0.442953348822833,0.426298095610908,0.549028920049884,0.180129444962133,0.274247834631962,7.447480804712365,10.731548406245227,1.386176889585329,4.209424035815824,13.495707449996070,3.481811545130821,7.590493347004045,24.796591072398985,24.415582061069137,8.586132823066078,3.487184348479623,3.253998580204374,15.952784273613945,5.606961061399323,19.714140742625613,19.467079142767794"
17,19.362307,25657,1050001,"0.889234202078265,2.124057946093769,1.647165759128480,1.891820477024863,1.089841297502479,2.789102440724283,4.374184858920640,1.269321308896957,2.445998508335528,4.037362736909148,0.450267921104265,0.546314897455386,0.608117126254425,0.817650065584393,0.693070493995162,0.843400326131468,0.420237120845606,0.650473705019403,0.529734325104306,0.482781857364519,0.563653968990378,0.600094717262456,0.339560526854242,0.498088646902754,0.100000000000000,14.118203116360753,12.896087861259575,16.907822562224463,11.245487119675670,19.944718429877546,12.750175949906051,5.442196298622934,9.096813702677904,10.538949104402609,9.884036644337882,23.107757952513075,5.032743087690320,13.467649559486742,16.167073350901699,13.886049011919270,19.362306890092273"
24,19.948883,25748,1050001,"1.002790812740682,1.888854315564081,3.182455977993694,3.643117893887219,1.375737836167174,2.267168592847407,4.581918631594970,1.870503032019493,2.836509337582877,3.606559992747281,0.414545412594615,0.635041804720866,0.503028910834921,0.913517213931133,0.426729313565283,0.854213890163707,0.479612163982525,0.536382704843851,0.555436468248573,0.888690922260479,0.468528693034696,0.575173053250229,0.120719433609928,0.446695759710116,0.145387001924557,5.266152883461189,19.008817774291546,22.375720825408222,16.517451090373761,6.267509388714656,18.767997681341622,12.925422078299556,11.521710337268052,10.355883110503000,15.540844517037033,21.534642302462419,17.180104137404924,19.061569788445179,9.841663091420427,9.107203247825358,19.948883161302873"
10,18.000151,25757,1050001,"1.346594794134429,1.679111625680832,1.004564406822732,1.287613783085552,1.603814277187075,1.175903024345465,1.568553294422986,2.873364015360102,2.640782212779337,3.715971013082771,0.487245422483889,0.581688248498492,1.000000000000000,1.000000000000000,0.805308134972767,0.994399686105058,0.475240404677033,0.479493180865746,0.547858540038097,0.742169514164337,0.638303752884327,0.815395834017165,0.323288203263441,0.525640551448271,0.129351976142124,17.960791188580639,14.424654548530977,11.861088071670623,1.810517197983472,9.109692741541087,18.707333474077046,18.784251699816930,20.717995726091857,4.158863569577731,24.794853195316168,17.564032436603472,21.988708197713556,13.154462367729113,7.359439986495270,8.758995033313320,18.000150728562868"
23,19.109790,25769,1050001,"1.032066950975985,3.291642613929308,2.859160705863529,1.679270766216998,1.440561276612984,1.371107038663232,3.659752166550196,1.965082219176639,3.526899106547039,3.651482154167559,0.401372007979973,0.498231410803350,0.981361637965292,1.000000000000000,0.625710455364405,0.982402453698381,0.414450021376563,0.485920014556785,0.839193609260006,0.730840902104497,0.459608636366410,0.658841968045441,0.683463168350905,0.272987442248344,0.213995343259842,6.339275063356062,6.446497978386931,20.654004183562751,7.342536899790895,17.180341224354364,19.588071067085998,11.692937719535002,11.537760391174169,12.489421462585513,15.345939431391919,6.411129766947917,10.327586170985512,11.352742592281762,22.521564996990719,20.964683659678669,19.109789994655471"
7,18.848368,25861,1050001,"1.265197766031583,2.842083491643099,1.428722852599809,2.421416432778505,1.407746634737796,1.599747301313615,2.388274811123798,1.944392258413649,3.158290916764224,3.349418080437696,0.512744701712075,0.648030674845994,1.000000000000000,0.624090461937976,0.701694650285715,0.956158918323921,0.509000155628660,0.617912399917973,0.992051436933071,1.000000000000000,0.628934660114361,0.508270095504849,0.296837130600987,0.492815847697542,0.134770587740851,20.280538068672594,24.713762772191373,2.101547742189806,7.114138155368098,22.348752977702588,17.921798432104104,10.485883726785067,19.568479414141247,15.142201449658482,11.059618124466991,16.643782042894791,3.493305600797461,23.673862734453336,16.642591609277065,16.378672156515886,18.848368343855391"
28,17.046943,25932,1050001,"0.943102025002920,0.846100081967639,1.744241853279815,1.287413145199876,1.537531170612016,2.204397138730100,2.690936749800506,1.924803851414318,2.463401198706043,3.889774048055432,0.420059342425134,0.592955257488309,1.000000000000000,0.643250655250950,0.618841062683369,0.522591888504556,0.475081164733356,0.537528371574874,0.889789102543323,1.000000000000000,0.590121036106367,0.467663608535349,0.288672569102465,0.661231403761230,0.100000000000000,6.146167439726000,4.348643317816512,7.629785971813586,15.646500768484751,5.563858744735089,3.429997230119276,18.063232607284444,20.105199186164590,17.754135533567463,3.056196411832865,2.337700865744598,19.002993811334413,4.936870794118410,19.011992932464586,19.198351785924756,17.046942887550908"
4,18.579152,26044,1050001,"0.987013871537860,1.582899184737436,2.535673439517278,0.395900936286054,1.245428589342062,2.917755869630853,2.547204965112492,1.500541427153536,2.315464899435860,3.297108858807329,0.451417303076988,0.550180996700645,0.724900649877585,0.843315403117626,0.556573224560790,0.782444482099000,0.411514206217315,0.527504541114641,0.575333639471272,0.847747629177609,0.613656152690334,0.749827953186132,0.186112948838164,0.314458913103391,0.146195665228603,7.406372352516494,12.083764343707031,12.559041613233741,12.971201886459081,11.209335260514592,4.728145451200212,5.381301160419869,11.894206221564020,18.015737521011569,11.294175003675517,7.231971301504414,11.855116670731298,20.106635342095390,17.916321551684010,2.211949347842169,18.579151860324525"
2,19.581407,26479,1050001,"0.839577239903360,2.856581385695049,1.781787422353366,0.741772104434756,0.710970122321411,1.126548688380866,1.468616764951399,3.275727153353701,3.972999426111560,3.677700150005553,0.326826647166461,0.523045957976841,0.838142358404133,1.000000000000000,0.574651102705612,1.000000000000000,0.323365574290081,0.426695814711864,0.738969817768928,0.805634666694965,0.725517747306393,0.568033378935453,0.111166078080546,0.396886669073664,0.406784150188563,7.084724151466599,6.148295394013622,17.344686430632052,8.352399677297512,16.403381625837177,16.139973861676391,4.542837188022536,13.952480684238535,2.056190429914841,9.115494996361706,15.253403572568865,6.132758621875797,12.351073006009706,3.297257696887488,13.464132231468971,19.581407034228618"

