seed,eval,time,numEvals,ind
16,22.682093,19952,1050001,"1.129669275273119,4.180851678308171,1.765393692849845,1.274849355256228,1.376821192364154,4.251095748547458,3.615126164365957,1.265652139900687,4.821989557317099,1.607224862995555,0.375213160254471,0.535313022928194,0.688984455918582,0.873793600817438,0.577010518027191,0.809539062731812,0.481005657295337,0.455869205988039,0.967934816087699,0.783724409220487,0.596812582090602,0.495201746986650,0.360012275213995,0.100000000000000,0.243808304601889,4.429163986255819,4.266771130481664,24.580844764156594,6.786440436810108,10.712238590765425,21.569840354522309,16.114693453357016,11.518376419542780,10.845550827778296,13.612791169603319,10.619564531955663,5.839139592082702,3.211919869542646,1.695740497833117,3.561520322042683,22.682093040327675"
25,18.890659,21246,1050001,"1.134211625888726,1.479546695373776,2.736596159088636,1.869294704738932,1.439669810017585,0.805712959690761,3.183683741526844,2.492564836775168,4.295011562340839,2.935918566917621,0.353170796627646,0.468112086880328,0.928677002738610,0.693836802825407,0.502634995263934,0.533570592200435,0.353594921174348,0.469060764960600,0.820765001567594,0.669645124264575,0.471738652534668,0.580105805578327,0.165861594826937,0.419735100460002,0.237592482790078,4.135881277780298,11.148859907374701,23.901974241137864,11.434000089745810,10.182035353472230,2.093518863774914,10.601851701664399,3.386033801214570,12.064504613010029,6.991678091977944,10.835967177247486,6.629122163135919,16.314486508210020,20.595614005455875,15.023307572886000,18.890658608067180"
22,18.857766,21479,1050001,"0.751174775548839,1.510442924808524,1.710871675584111,0.580435559889660,1.150143100404556,2.296862444819870,3.168007895712031,1.068274133057641,4.877116842890461,2.656678398461135,0.294097891978117,0.597430438838285,0.694641763649530,1.000000000000000,0.492384516963272,0.542156506168353,0.357050904779668,0.340000214270421,0.789703560117723,0.794259635920203,0.364317464305195,0.638528433109787,0.531174577687344,0.503868880889651,0.255732803499121,3.052740951399010,5.461502140454761,23.340336813347157,21.103456312344306,6.338427727916209,2.143518662312318,7.196478771859518,2.131128151256179,15.116610232287841,23.951279465811662,14.015215943942481,21.113035899061312,12.840476377412485,14.652194294885545,4.367938401201600,18.857765777031168"
15,17.501612,22942,1050001,"1.269508223388984,2.230953762023349,1.709951724158148,1.792421564564516,1.387127471968407,1.289177907287397,1.557531654117720,2.041553964841372,4.000312917013596,3.406286778534466,0.479091153054623,0.636712150318592,0.639145451475032,0.962427240520491,0.691377380119179,0.465176607398531,0.460514604670290,0.521531863958738,0.777838277587136,1.000000000000000,0.693477283645107,0.593976175724328,0.657220691088792,0.100000000000000,0.156877338022190,23.429516304954177,16.974575952338593,15.897900622812640,9.783769691273757,3.085190484231926,2.580266683393006,24.861615256090246,2.115351581865519,11.773823153795046,15.138283303345994,7.830115880716450,13.459349423662766,23.905921551971950,10.627098671923274,5.307496551336382,17.501611952966449"
6,18.450391,23197,1050001,"1.268959308447282,2.211279749806845,4.792283643885059,3.941260686636845,1.317019360585288,1.534033365185428,1.869060523713047,2.234906868304232,4.697918324987599,2.651337830682065,0.476682913356966,0.701868961678257,0.953617025130231,1.000000000000000,0.543063818632861,0.937815788282043,0.503253564330803,0.610266378291462,1.000000000000000,0.678902071472102,0.656931822814041,0.676270275602375,0.600388955874511,0.100000000000000,0.215897166702671,13.747322699160116,17.216767864983896,2.592756046574726,13.653171664251846,13.559191246458047,17.817349024688734,19.103152897892147,12.439563840598257,2.923641095620307,21.650899098678781,4.909731154638800,22.423897695861096,22.830626770543752,4.048259038909916,2.202578990761387,18.450390970485873"
11,19.350688,23256,1050001,"1.154713394751966,1.141120119250711,3.129996417456458,1.093942735912053,1.586504659899406,1.362133009221099,2.866495823452970,2.255690854106728,2.234682130318010,3.026371845378413,0.455264574978350,0.631479874184756,0.847355499085509,0.776062553601181,0.666005823353306,0.727700660744647,0.450284221373796,0.424720567972653,0.417522556343942,1.000000000000000,0.631257474081631,0.589640717963907,0.277894088285179,0.731537441732714,0.104524040024798,17.399992336734946,15.262195854612359,19.082214065957145,15.043684411076204,18.590936419450539,13.940274296212892,15.841101410595927,2.119702080810396,4.575945910866534,22.437532157118372,9.486338194533768,12.487264297205250,18.090694976831986,21.479044836296367,1.000000000000000,19.350688477386061"
19,19.479087,23524,1050001,"1.081405220745869,3.834194747702228,0.805018248712300,1.340732254445693,1.272450902375394,1.512000159703612,1.501857289419572,2.816158538018313,3.183544978081602,3.519025676464408,0.362055500840090,0.593522357373458,1.000000000000000,0.784846725561766,0.617761988133078,0.674336392548361,0.422623919913960,0.480443176091308,0.899419908398252,1.000000000000000,0.539431818406356,0.607420813686686,0.112047550243533,0.272954858754133,0.308486053711565,4.248573355517254,8.186713558781947,2.420062718147516,13.269435780432667,9.254752213125826,3.604800507640109,13.160223890547010,14.878570326941463,9.306751950006797,1.273009924426468,20.988427960812213,12.849263966688123,7.364233862632411,2.510142499822003,22.946485823195875,19.479086781973187"
8,27.370248,23685,1050001,"1.659159930299898,3.177613322169419,1.971020778163907,1.818284569669123,3.627148561481266,1.137998401022569,2.236006816834910,2.280891749576498,3.094687495968956,3.334850937494895,0.429010340720032,0.470762980758359,0.777123256245396,0.611697522015833,1.000000000000000,0.884323982303597,0.363248461420866,0.480658297191253,0.845463756639168,0.686127568355096,0.584260031307138,0.563850381612458,0.310461016846272,0.430439191469416,0.204183666089595,14.085561711747530,5.983834710351842,7.464857293706232,18.326128014543527,21.370296173235939,13.137227511235979,2.388387687536984,4.165642525663799,7.089165988758231,24.196970160807989,16.303565448835090,3.582003932501435,13.113169156806215,8.468234616869068,18.027110734556302,27.370248230831411"
29,18.988859,23797,1050001,"0.911031533577530,1.682631567436351,2.543460066443304,3.206039472709822,1.316236505051602,1.523568213131181,2.365249934234565,2.561233597486003,5.000000000000000,2.778179132990681,0.331622496752939,0.536503177332336,0.814243121765280,0.960647147929706,0.385461007517161,0.425874883255723,0.405872242085917,0.465524956335987,0.730415753745044,0.923296935887613,0.519931736175219,0.487769934192489,0.432887856746357,0.525689028523083,0.244690717167056,3.189106776896101,4.426340951352085,6.637092134843210,3.282202525745171,21.079631823061017,2.202646622413082,13.096993506109749,23.550684221858766,7.270330677212681,6.098244535133602,8.505472308355674,8.252663971091548,6.152133129366315,9.442477202841539,18.215165307400049,18.988859156345153"
12,19.474508,24049,1050001,"0.735850095719794,1.370789241473081,3.717196597793743,4.360565899117383,0.959984612771708,1.269943125215076,2.868049713602673,1.948673878099837,4.661024589002817,3.586205090396080,0.329209598136327,0.587782906961263,0.702203300036780,0.632641723833987,0.445236064715958,0.477604506714297,0.350866161246424,0.506081520584197,0.933692407519880,1.000000000000000,0.446927496590175,0.618823259520076,0.251303072661537,0.100000000000000,0.365121120003560,5.851369719202922,20.416953216639285,21.280555954571767,20.570010672458273,18.218140311458444,3.424714675101310,4.235468936994882,4.596449285087428,5.159299303441970,14.181149897306006,11.311630513938510,19.920290950013523,1.151017146920704,2.503408987190951,23.241389651024608,19.474507699378634"
