seed,eval,time,numEvals,tau0,tau1,tau2,tau3,tau4,k0,k1,k2,k3,k4,k5,k6,n0,n1,n2,n3,n4,n5,n6,x
7,6.415462,2876,1050042,1.626323322359998,2.043532671267860,1.365559689370188,2.827740635139380,1.743477413056940,0.673884945896406,0.522271515787482,0.365311883183224,0.561680924857403,0.524841174885228,0.101449151644161,0.889951337770339,23.710134617486154,5.967320166980810,2.488323905108748,5.095797509481705,2.886736317003391,1.874651227121431,5.120329454968323,6.415462256042759
20,7.186855,2882,1050042,1.631120316845097,2.162634175870378,1.215179648052870,2.879104740573533,2.583596624498163,0.673289840320918,0.528386536975888,0.356025886094303,0.570164444237400,0.547270283483376,0.100262056912902,0.898320555617660,22.972047316755617,6.373611523801899,2.581025921578170,5.298380871991327,4.998610672479236,1.646001898065228,6.630663808239952,7.186855138066314
18,7.189452,2894,1050042,1.669331194845447,2.093246659662038,1.305635878209501,2.789417292682436,1.692348831006962,0.664323075153263,0.511213088537636,0.362954006974375,0.560990355872420,0.805529939662284,0.100577383868381,0.820957304873020,18.441790059511529,5.197122685859234,2.021337700372009,5.551459618326514,2.649518258301275,2.537999976798026,3.866091592357005,7.189452280853293
19,7.248166,2912,1050042,1.642362010127621,2.040473807515243,1.423117351964257,2.709400385661952,2.277794677465792,0.656844351933118,0.521486932199269,0.360537663772237,0.544903558977036,0.647229599434831,0.100054558794982,0.892366669184236,23.469814634567040,5.318618743103329,2.252395495925040,4.702565150056877,3.880937138157475,24.791330193326121,6.707328490346303,7.248166377399082
13,7.299888,2924,1050042,1.641725176243702,2.045842602437749,1.447261487285987,2.595519352146624,2.221073206865352,0.665340910715796,0.521366577757334,0.359127010601664,0.548259994800655,0.644147828196507,0.100026033975817,0.899499224493532,22.549789631953512,5.542261271492740,2.576559454090491,4.676634691986444,3.786376708457777,23.048104805675901,6.453657439976661,7.299887678353793
3,5.661420,2925,1050042,1.506530169361008,2.141960731930467,1.134365987194680,3.263596186987210,1.561105992844507,0.756193771713656,0.549486298060390,0.354257749176077,0.609411244263399,0.163487525695043,0.999756414076744,0.100004524529367,24.471715071050102,6.747197358565988,2.518989544965783,7.600281017660250,24.884251899352019,1.444999001268026,7.008514661718511,5.661420499344149
28,6.455947,2946,1050042,1.647526739699258,2.048406659203641,1.337642184221251,2.825948747264256,1.716580944643952,0.686268924495019,0.522774361466060,0.359917206913154,0.572089381377606,0.506301993863869,0.102703596974490,0.902000999882213,24.817611988009883,5.278763412937578,2.745619075098837,5.772917903445099,2.247946148147621,1.433164269832453,5.182859573158343,6.455947320902592
8,6.960649,2952,1050042,1.587801339378428,2.044986345459398,1.218492482025947,3.294715394078767,2.870977292867167,0.648306727394432,0.523268208521769,0.359452541262632,0.608134383398931,0.681406214371325,0.100083279860659,0.871839175201526,15.719431062212484,5.440803891259860,2.477393776960925,7.203194155281321,5.237169624365603,24.992696888592902,5.298078285021157,6.960648551190395
4,5.562086,2968,1050042,1.526234762866210,2.126512775567614,1.296010406514076,3.036640454553454,1.182671340552268,0.740123900548094,0.547354680893368,0.346692983745250,0.601250635151573,0.166199164944757,0.431199162815538,0.955842250006114,18.428670441260223,6.109333909051565,2.446934186359682,6.546783682043345,5.747474735007289,1.067887051416988,3.050886323709670,5.562086242542410
12,7.554000,2971,1050042,1.648465164125308,2.040104536786925,1.225245225458245,2.841704696180428,2.206019901040160,0.664387185844999,0.520725007790835,0.360544437939525,0.560939447378882,0.644927493125089,0.100045210935426,0.898774919239456,24.823705990016083,5.198190244513686,2.062459875265304,5.676073225376640,3.947022068086204,21.256254770067773,6.561477627017485,7.554000104897792
