0.000000	0.000000	0.000000	0.000000	6.149200	0.000000
0.099700	0.000005	0.000713	0.023531	5.228677	0.054946
0.153400	0.000008	0.000713	0.023538	4.790954	0.086408
0.190000	0.000009	0.000714	0.023540	4.513691	0.107775
0.213100	0.000011	0.000714	0.023542	4.347160	0.121229
0.229300	0.000011	0.000714	0.023543	4.234100	0.130650
0.240900	0.000012	0.000714	0.023544	4.154979	0.137388
0.249600	0.000012	0.000714	0.023544	4.096616	0.142437
0.256400	0.000013	0.000714	0.023545	4.051569	0.146381
0.263100	0.000013	0.000715	0.023545	4.007681	0.150266
0.267500	0.000013	0.000715	0.023546	3.979131	0.152815
0.271800	0.000014	0.000715	0.023546	3.951428	0.155306
0.275500	0.000014	0.000715	0.023546	3.927745	0.157449
0.278800	0.000014	0.000715	0.023546	3.906744	0.159359
0.281700	0.000014	0.000715	0.023547	3.888380	0.161038
0.284400	0.000014	0.000715	0.023547	3.871361	0.162600
0.286900	0.000014	0.000715	0.023547	3.855669	0.164046
0.289200	0.000014	0.000715	0.023547	3.841288	0.165377
0.291500	0.000015	0.000715	0.023547	3.826961	0.166707
0.293800	0.000015	0.000715	0.023547	3.812686	0.168037
0.295900	0.000015	0.000715	0.023547	3.799700	0.169251
0.298100	0.000015	0.000715	0.023548	3.786141	0.170522
0.300200	0.000015	0.000715	0.023548	3.773244	0.171736
0.302200	0.000015	0.000715	0.023548	3.761001	0.172892
0.304300	0.000015	0.000715	0.023548	3.748188	0.174105
0.306300	0.000015	0.000715	0.023548	3.736026	0.175260
0.308400	0.000015	0.000715	0.023548	3.723296	0.176473
0.310400	0.000015	0.000715	0.023548	3.711213	0.177628
0.312400	0.000016	0.000715	0.023548	3.699168	0.178783
0.314500	0.000016	0.000715	0.023549	3.686562	0.179995
0.316500	0.000016	0.000715	0.023549	3.674595	0.181149
0.318500	0.000016	0.000715	0.023549	3.662667	0.182303
0.320600	0.000016	0.000715	0.023549	3.650182	0.183515
0.323000	0.000016	0.000715	0.023549	3.635972	0.184899
0.325500	0.000016	0.000715	0.023549	3.621235	0.186341
0.328400	0.000016	0.000715	0.023549	3.604215	0.188013
0.331600	0.000016	0.000715	0.023550	3.585528	0.189858
0.335200	0.000017	0.000715	0.023550	3.564620	0.191933
0.339500	0.000017	0.000716	0.023550	3.539807	0.194410
0.344500	0.000017	0.000716	0.023551	3.511170	0.197290
0.350700	0.000017	0.000716	0.023551	3.475980	0.200859
0.358600	0.000018	0.000716	0.023552	3.431647	0.205404
0.369400	0.000018	0.000716	0.023552	3.371943	0.211613
0.385900	0.000019	0.000716	0.023554	3.282704	0.221089
0.417300	0.000021	0.000717	0.023556	3.119404	0.239086
0.540800	0.000026	0.000718	0.023565	2.552064	0.309426
0.705600	0.000034	0.000720	0.023577	1.952339	0.402177
0.876200	0.000041	0.000723	0.023591	1.479441	0.496844
1.053900	0.000048	0.000726	0.023606	1.107913	0.593976
1.240000	0.000055	0.000728	0.023623	0.818485	0.694064
1.436700	0.000062	0.000732	0.023642	0.594409	0.798002
1.648100	0.000070	0.000736	0.023665	0.421451	0.907537
1.898100	0.000078	0.000741	0.023695	0.280633	1.034073
2.149300	0.000085	0.000747	0.023729	0.186547	1.157804
2.377500	0.000092	0.000753	0.023765	0.128805	1.267073
2.590600	0.000097	0.000759	0.023804	0.091152	1.366167
2.791400	0.000102	0.000765	0.023839	0.065790	1.456852
2.985600	0.000107	0.000772	0.023884	0.048010	1.541888
3.175700	0.000111	0.000784	0.023968	0.035304	1.622090
3.364000	0.000115	0.000789	0.024008	0.026041	1.698485
3.551800	0.000119	0.000801	0.024086	0.019208	1.774492
3.740400	0.000123	0.000819	0.024224	0.014160	1.853842
3.930500	0.000128	0.000855	0.024544	0.010442	1.946972
4.122900	0.000133	0.000901	0.025043	0.007684	2.065846
4.318300	0.000141	0.000968	0.026105	0.005645	2.215643
4.517400	0.000150	0.000993	0.028166	0.004167	2.403604
4.720700	0.000159	0.000997	0.029830	0.003103	2.592857
4.928900	0.000168	0.000999	0.031600	0.002368	2.788663
5.142600	0.000177	0.001000	0.033364	0.001893	2.990349
5.362600	0.000186	0.001000	0.035126	0.001642	3.198233
5.589500	0.000194	0.001000	0.036885	0.001572	3.412472
5.823900	0.000203	0.001000	0.038641	0.001681	3.633472
6.066700	0.000212	0.001000	0.040396	0.001965	3.861852
6.318600	0.000220	0.001000	0.042151	0.002418	4.097916
6.580300	0.000228	0.001000	0.043906	0.003071	4.342181
6.852600	0.000237	0.001000	0.045661	0.003927	4.594997
7.136200	0.000245	0.001000	0.047413	0.005020	4.856660
7.431600	0.000253	0.001000	0.049161	0.006371	5.127153
7.739500	0.000261	0.001000	0.050903	0.008028	5.406692
8.060100	0.000269	0.001000	0.052634	0.010031	5.694991
8.393900	0.000277	0.001000	0.054352	0.012428	5.991986
8.740600	0.000285	0.001000	0.056049	0.015259	6.296911
9.100100	0.000292	0.001000	0.057723	0.018572	6.609066
9.471800	0.000299	0.001000	0.059366	0.022391	6.927449
9.854700	0.000307	0.001000	0.060972	0.026748	7.250603
10.247800	0.000313	0.001000	0.062535	0.031642	7.577280
10.649600	0.000320	0.001000	0.064049	0.037076	7.905781
11.058600	0.000326	0.001001	0.065510	0.043028	8.234624
11.473000	0.000332	0.001002	0.066913	0.049469	8.562267
11.891400	0.000338	0.001003	0.068258	0.056366	8.887741
12.312000	0.000343	0.001005	0.069544	0.063666	9.209768
12.733400	0.000348	0.001009	0.070774	0.071354	9.528355
13.154400	0.000353	0.001014	0.071952	0.079382	9.843496
13.573900	0.000358	0.001023	0.073083	0.087714	10.155739
13.991000	0.000362	0.001036	0.074176	0.096367	10.467033
14.405100	0.000367	0.001057	0.075242	0.105338	10.779140
14.815800	0.000371	0.001087	0.076284	0.114744	11.094211
15.222600	0.000375	0.001131	0.077313	0.124653	11.414699
15.625500	0.000379	0.001191	0.078326	0.135255	11.741372
16.024400	0.000383	0.001269	0.079321	0.146797	12.070809
16.419400	0.000387	0.001362	0.080284	0.159550	12.399354
16.810500	0.000391	0.001461	0.081206	0.174067	12.723306
17.197900	0.000394	0.001560	0.082086	0.191139	13.041143
17.582000	0.000397	0.001649	0.082922	0.212341	13.351543
17.962800	0.000400	0.001726	0.083716	0.239998	13.653776
